"Publisher ID","Publisher Name","Keyword ID","Keyword","Match Type","Campaign","Keyword Group","Category","Bid Strategy","Status","Search Engine Bid","Clicks","Avg Cost per Click","Impressions","Engine Click Thru Percent","Avg Pos","Trans Conv Percent","Total Cost/Trans","Amount","Total Cost","Total Volume of Bookings"
"K1122","Overture - US","43000000006997879","airline ticket cheap airfare","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Paused",0.23,2,0.95,4256,0.05,2.47,0,0,0,1.9,0
"K1122","Overture - US","43000000005277622","cheap airline ticket to germany","Advanced","Unassigned","Unassigned","germany","Position 5-10 Bid Strategy","Paused",0.23,44,0.65,842,5.23,2.05,0,0,0,28.75,0
"K1122","Overture - US","43000000005277778","airline ticket to spain","Advanced","Unassigned","Unassigned","spain","Position 5-10 Bid Strategy","Paused",0.23,35,1.09,522,6.7,3.89,0,0,0,37.98,0
"K1123","Overture - Global","43000000005421180","discount airline france","Standard","Unassigned","Unassigned","france","Position 1-2 Target","Sent",0.24,2,0.59,492,0.41,3.92,0,0,0,1.19,0
"K1123","Overture - Global","43000000005421244","nice airport","Standard","Unassigned","Unassigned","nice","Position 1-2 Target","Paused",0.24,17,0.22,19322,0.09,2.4,0,0,0,3.79,0
"K1123","Overture - Global","43000000005421160","cheap airline france","Advanced","Unassigned","Unassigned","france","Position 1-2 Target","Sent",0.24,8,0.59,344,2.33,3.72,0,0,0,4.75,0
"K1122","Overture - US","43000000006998059","airfare ticket for sale","Standard","Unassigned","Unassigned","airfaregeneral","Position 5-10 Bid Strategy","Paused",0.24,1,0.56,199,0.5,3.94,0,0,0,0.56,0
"K1122","Overture - US","43000000006997743","discounted international flight","Standard","Unassigned","Unassigned","discountgeneral","Position 5-10 Bid Strategy","Paused",0.24,4,0.62,158,2.53,3.26,0,0,0,2.46,0
"K1122","Overture - US","43000000006997645","airline reservation system","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Paused",0.24,10,0.25,26870,0.04,1.49,0,0,0,2.53,0
"K1122","Overture - US","43000000014278786","french travel","Standard","Unassigned","Unassigned","french","Position 2-5 Bid Strategy","Paused",0.24,7,0.44,577,1.21,2.96,0,0,0,3.11,0
"K1122","Overture - US","43000000006997995","airfare deal to europe","Standard","Unassigned","Unassigned","airfaregeneral","Position 5-10 Bid Strategy","Paused",0.24,8,0.45,319,2.51,3.14,0,0,0,3.58,0
"K1122","Overture - US","43000000006997833","airplane ticket prices","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Paused",0.24,9,0.98,3232,0.28,2.92,0,0,0,8.82,0
"K1122","Overture - US","43000000005277708","cheapest airfare europe","Advanced","Unassigned","Unassigned","europe","Position 5-10 Bid Strategy","Paused",0.24,27,0.73,412,6.55,1.41,0,0,0,19.65,0
"K1123","Overture - Global","43000000005421124","airline in france","Standard","Unassigned","Unassigned","airfrance","Position 1-2 Target","Paused",0.25,14,0.37,1214,1.15,4.16,0,0,0,5.2,0
"K1122","Overture - US","43000000014278844","air france vacation","Standard","Unassigned","Unassigned","airfrance","Position 2-5 Bid Strategy","Paused",0.25,27,0.7,1273,2.12,2.84,0,0,0,18.96,0
"K1122","Overture - US","43000000006998001","international airplane ticket","Standard","Unassigned","Unassigned","internationalgeneral","Position 5-10 Bid Strategy","Paused",0.25,9,2.59,594,1.52,3.06,0,0,0,23.27,0
"K1123","Overture - Global","43000000005421166","cheap air france flight","Standard","Unassigned","Unassigned","airfrance","Position 1-2 Target","Paused",0.26,2,0.85,359,0.56,2.68,0,0,0,1.7,0
"K1123","Overture - Global","43000000005420984","cheap flight from paris","Advanced","Unassigned","Unassigned","flight","Position 1-2 Target","Paused",0.26,8,0.28,569,1.41,2.5,0,0,0,2.25,0
"K1123","Overture - Global","43000000005421382","mulhouse flight","Standard","Unassigned","Unassigned","mulhouse","Position 1-2 Target","Paused",0.26,6,0.51,457,1.31,1.9,0,0,0,3.08,0
"K1123","Overture - Global","43000000005421090","orly airport","Standard","Unassigned","Unassigned","franceairports","Position 1-2 Target","Paused",0.26,22,0.17,4101,0.54,2.14,0,0,0,3.74,0
"K1123","Overture - Global","43000000005421008","airport in paris","Standard","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",0.26,17,0.28,1767,0.96,2.67,0,0,0,4.82,0
"K1123","Overture - Global","43000000005421348","air fare paris france","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",0.26,16,0.52,6643,0.24,2.36,0,0,0,8.29,0
"K1123","Overture - Global","43000000005421270","cdg flight","Advanced","Unassigned","Unassigned","franceairports","Position 1-2 Target","Paused",0.26,106,0.25,701,15.12,1.32,0,0,0,26.6,0
"K1123","Overture - Global","43000000005420898","paris airport","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",0.26,149,0.68,19046,0.78,2.5,0,0,0,101.46,0
"K1122","Overture - US","43000000014278748","europe france travel","Standard","Unassigned","Unassigned","france","Position 2-5 Bid Strategy","Paused",0.26,1,0.38,2667,0.04,1.93,0,0,0,0.38,0
"K1122","Overture - US","43000000014278783","paris travel information","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Paused",0.26,1,0.55,405,0.25,4.79,0,0,0,0.55,0
"K1122","Overture - US","43000000005277588","discount airline deal","Advanced","Unassigned","Unassigned","discount","Position 5-10 Bid Strategy","Paused",0.26,1,0.63,63,1.59,3.32,0,0,0,0.63,0
"K1122","Overture - US","43000000006997689","international airline reservation","Standard","Unassigned","Unassigned","internationalgeneral","Position 5-10 Bid Strategy","Paused",0.26,2,0.64,326,0.61,3.56,0,0,0,1.28,0
"K1122","Overture - US","43000000005277792","discount airfare to greece","Advanced","Unassigned","Unassigned","discount","Position 5-10 Bid Strategy","Paused",0.26,5,0.56,112,4.46,2.61,0,0,0,2.81,0
"K1122","Overture - US","43000000005277832","discount flight to spain","Advanced","Unassigned","Unassigned","discount","Position 5-10 Bid Strategy","Paused",0.26,7,0.58,148,4.73,1.58,0,0,0,4.03,0
"K1122","Overture - US","43000000005277568","discount airfare england","Advanced","Unassigned","Unassigned","discount","Position 5-10 Bid Strategy","Paused",0.26,9,0.82,176,5.11,3.2,0,0,0,7.36,0
"K1122","Overture - US","43000000005277776","airfare to rome italy","Advanced","Unassigned","Unassigned","rome","Position 5-10 Bid Strategy","Unavailable",0.26,26,1.01,250,10.4,1.5,0,0,0,26.25,0
"K1123","Overture - Global","43000000005421318","rennes airport","Standard","Unassigned","Unassigned","rennes","Position 1-2 Target","Paused",0.28,2,0.2,553,0.36,1.46,0,0,0,0.4,0
"K1123","Overture - Global","43000000005420878","paris de gaulle airport","Standard","Unassigned","Unassigned","franceairports","Position 1-2 Target","Paused",0.28,2,0.28,1063,0.19,2.09,0,0,0,0.55,0
"K1123","Overture - Global","43000000005421436","nantes airport","Standard","Unassigned","Unassigned","nantes","Position 1-2 Target","Paused",0.28,2,0.29,918,0.22,3.08,0,0,0,0.58,0
"K1123","Overture - Global","43000000005421276","nimes airport","Standard","Unassigned","Unassigned","nimes","Position 1-2 Target","Paused",0.28,3,0.28,223,1.35,1.98,0,0,0,0.83,0
"K1123","Overture - Global","43000000005420978","discount air france fare","Advanced","Unassigned","Unassigned","airfrance","Position 1-2 Target","Paused",0.28,2,0.48,737,0.27,2.75,0,0,0,0.96,0
"K1123","Overture - Global","43000000005420964","perpignan airport","Standard","Unassigned","Unassigned","perpignan","Position 1-2 Target","Paused",0.28,4,0.26,485,0.82,3.53,0,0,0,1.03,0
"K1123","Overture - Global","43000000005421076","lyon france airport","Standard","Unassigned","Unassigned","lyon","Position 1-2 Target","Paused",0.28,7,0.25,1787,0.39,2.79,0,0,0,1.74,0
"K1123","Overture - Global","43000000005421101","la rochelle airport","Standard","Unassigned","Unassigned","larochelle","Position 1-2 Target","Paused",0.28,8,0.25,547,1.46,2.12,0,0,0,2.01,0
"K1123","Overture - Global","43000000005421214","toulon flight","Standard","Unassigned","Unassigned","toulon","Position 1-2 Target","Paused",0.28,4,0.51,341,1.17,1.69,0,0,0,2.05,0
"K1123","Overture - Global","43000000005421266","montpellier airport","Standard","Unassigned","Unassigned","montpellier","Position 1-2 Target","Paused",0.28,10,0.26,577,1.73,2.25,0,0,0,2.58,0
"K1123","Overture - Global","43000000005421082","lyon airport","Advanced","Unassigned","Unassigned","lyon","Position 1-2 Target","Paused",0.28,8,0.42,1428,0.56,2.33,0,0,0,3.35,0
"K1123","Overture - Global","43000000005421228","toulouse airport","Standard","Unassigned","Unassigned","toulouse","Position 1-2 Target","Paused",0.28,10,0.36,1133,0.88,2.16,0,0,0,3.58,0
"K1123","Overture - Global","43000000005421074","marseille airport","Advanced","Unassigned","Unassigned","marseille","Position 1-2 Target","Paused",0.28,18,0.27,1720,1.05,2.74,0,0,0,4.82,0
"K1123","Overture - Global","43000000005421360","air france paris","Standard","Unassigned","Unassigned","airfrance","Position 1-2 Target","Paused",0.28,20,0.27,991,2.02,1.72,0,0,0,5.45,0
"K1123","Overture - Global","43000000005421130","de gaulle airport","Advanced","Unassigned","Unassigned","franceairports","Position 1-2 Target","Paused",0.28,11,0.54,2583,0.43,2.23,0,0,0,5.91,0
"K1123","Overture - Global","43000000005421186","paris charles de gaulle","Advanced","Unassigned","Unassigned","franceairports","Position 1-2 Target","Paused",0.28,22,0.27,2598,0.85,1.92,0,0,0,5.94,0
"K1123","Overture - Global","43000000005420914","cdg paris airport","Advanced","Unassigned","Unassigned","franceairports","Position 1-2 Target","Paused",0.28,14,0.49,4688,0.3,2.08,0,0,0,6.89,0
"K1123","Overture - Global","43000000005421332","cdg airport","Advanced","Unassigned","Unassigned","franceairports","Position 1-2 Target","Paused",0.28,28,0.37,7379,0.38,2.73,0,0,0,10.41,0
"K1123","Overture - Global","43000000005421274","france airport","Advanced","Unassigned","Unassigned","france","Position 1-2 Target","Sent",0.28,71,0.37,5261,1.35,2.68,0,0,0,26.29,0
"K1122","Overture - US","43000000006997881","airfare flight","Standard","Unassigned","Unassigned","airfaregeneral","Position 5-10 Bid Strategy","Paused",0.28,1,0.61,640,0.16,3.63,0,0,0,0.61,0
"K1122","Overture - US","43000000014278709","cheap airline ticket to france","Standard","Unassigned","Unassigned","france","Position 1-4 Bid Strategy","Paused",0.28,4,0.44,60,6.67,2.55,0,0,0,1.76,0
"K1123","Overture - Global","43000000005420866","fly to bordeaux","Standard","Unassigned","Unassigned","bordeaux","Position 1-2 Target","Paused",0.29,1,0.2,66,1.52,1.76,0,0,0,0.2,0
"K1123","Overture - Global","43000000005421113","flight south of france","Standard","Unassigned","Unassigned","france","Position 1-2 Target","Sent",0.29,2,0.25,590,0.34,3.21,0,0,0,0.5,0
"K1123","Overture - Global","43000000005421002","air france flight information","Advanced","Unassigned","Unassigned","airfrance","Position 1-2 Target","Paused",0.29,5,0.27,947,0.53,3.01,0,0,0,1.36,0
"K1123","Overture - Global","43000000005420940","cheap flight to nice france","Standard","Unassigned","Unassigned","nice","Position 1-2 Target","Paused",0.29,8,0.31,480,1.67,2.48,0,0,0,2.51,0
"K1123","Overture - Global","43000000005420968","flight france marseille","Advanced","Unassigned","Unassigned","marseille","Position 1-2 Target","Paused",0.29,6,0.45,119,5.04,1.81,0,0,0,2.67,0
"K1123","Overture - Global","43000000005421438","la rochelle flight","Standard","Unassigned","Unassigned","larochelle","Position 1-2 Target","Paused",0.29,14,0.19,598,2.34,2.21,0,0,0,2.69,0
"K1123","Overture - Global","43000000005421380","toulouse cheap airfare","Standard","Unassigned","Unassigned","toulouse","Position 1-2 Target","Paused",0.29,1,3.76,42,2.38,2.88,0,0,0,3.76,0
"K1123","Overture - Global","43000000005420982","paris france airport","Standard","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",0.29,18,0.28,1443,1.25,2.7,0,0,0,4.97,0
"K1123","Overture - Global","43000000005421242","los angeles to paris flight","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",0.29,13,0.73,200,6.5,3.1,0,0,0,9.52,0
"K1123","Overture - Global","43000000005421096","air france air line","Advanced","Unassigned","Unassigned","airfrance","Position 1-2 Target","Paused",0.29,27,0.39,6422,0.42,2.57,0,0,0,10.54,0
"K1123","Overture - Global","43000000005421050","air france flight schedule","Advanced","Unassigned","Unassigned","airfrance","Position 1-2 Target","Paused",0.29,30,0.39,5068,0.59,1.43,0,0,0,11.72,0
"K1123","Overture - Global","43000000005421056","fly to france","Advanced","Unassigned","Unassigned","france","Position 1-2 Target","Sent",0.29,28,0.62,991,2.83,6.25,0,0,0,17.31,0
"K1122","Overture - US","43000000005290009","nuremberg airport","Advanced","Unassigned","Unassigned","nuremberg","Position 5-10 Bid Strategy","Paused",0.29,2,0.78,213,0.94,1.94,0,0,0,1.55,0
"K1122","Overture - US","43000000006998015","air plain ticket","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Paused",0.29,5,0.57,696,0.72,3.05,0,0,0,2.85,0
"K1122","Overture - US","43000000014278581","france airport","Standard","Unassigned","Unassigned","france","Position 2-5 Bid Strategy","Paused",0.29,12,0.39,1345,0.89,2.89,0,0,0,4.67,0
"K1123","Overture - Global","43000000005421292","trip in france","Advanced","Unassigned","Unassigned","france","Position 1-2 Target","Sent",0.3,3,0.25,310,0.97,2.66,0,0,0,0.75,0
"K1123","Overture - Global","43000000005420924","france travel agency","Standard","Unassigned","Unassigned","france","Position 1-2 Target","Sent",0.3,7,0.28,619,1.13,3.3,0,0,0,1.95,0
"K1123","Overture - Global","43000000005421194","france travel information","Standard","Unassigned","Unassigned","france","Position 1-2 Target","Sent",0.3,5,0.59,879,0.57,3.14,0,0,0,2.94,0
"K1122","Overture - US","43000000014278823","france air line","Standard","Unassigned","Unassigned","france","Position 2-5 Bid Strategy","Paused",0.3,3,0.35,266,1.13,1.99,0,0,0,1.06,0
"K1122","Overture - US","43000000008373875","greece cheap ticket","Standard","Unassigned","Unassigned","greece","Position 5-10 Bid Strategy","Paused",0.3,38,0.86,816,4.66,2.64,0,0,0,32.82,0
"K1122","Overture - US","43000000014278684","paris tourism","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Paused",0.3,76,0.66,3682,2.06,2.14,0,0,0,50.22,0
"K1123","Overture - Global","43000000005420890","bastia flight","Standard","Unassigned","Unassigned","bastia","Position 1-2 Target","Paused",0.31,1,0.31,290,0.34,2.05,0,0,0,0.31,0
"K1123","Overture - Global","43000000005420960","avignon flight","Standard","Unassigned","Unassigned","avignon","Position 1-2 Target","Paused",0.31,3,0.33,315,0.95,2.2,0,0,0,0.98,0
"K1122","Overture - US","43000000014278788","cheap trip to france","Standard","Unassigned","Unassigned","france","Position 2-5 Bid Strategy","Paused",0.31,5,0.51,58,8.62,3.85,0,0,0,2.56,0
"K1122","Overture - US","43000000006997747","airline ticketing","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Paused",0.31,6,0.48,1206,0.5,4.1,0,0,0,2.85,0
"K1122","Overture - US","43000000014278608","paris flight deal","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Paused",0.31,8,0.98,84,9.52,2.07,0,0,0,7.8,0
"K1122","Overture - US","43000000005277810","cheap airfare to frankfurt","Advanced","Unassigned","Unassigned","frankfurt","Position 5-10 Bid Strategy","Paused",0.31,19,0.52,220,8.64,2,0,0,0,9.94,0
"K1122","Overture - US","43000000005277706","cheap european airfare","Advanced","Unassigned","Unassigned","europe","Position 5-10 Bid Strategy","Paused",0.31,33,0.64,1019,3.24,1.76,0,0,0,21.21,0
"K1123","Overture - Global","43000000005421404","newark to paris","Standard","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",0.33,3,0.26,276,1.09,2.66,0,0,0,0.77,0
"K1123","Overture - Global","43000000005420990","new york to lyon","Advanced","Unassigned","Unassigned","lyon","Position 1-2 Target","Paused",0.33,6,0.3,1315,0.46,3.07,0,0,0,1.8,0
"K1122","Overture - US","43000000005421565","chicago to venice","Advanced","Unassigned","Unassigned","chicago","Position 5-10 Bid Strategy","Paused",0.33,1,0.13,190,0.53,4.66,0,0,0,0.13,0
"K1122","Overture - US","43000000006997877","air fare prices","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Paused",0.33,3,0.4,297,1.01,3.84,0,0,0,1.19,0
"K1122","Overture - US","43000000006997787","air line ticket cheap","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Paused",0.33,3,0.65,907,0.33,3.59,0,0,0,1.96,0
"K1122","Overture - US","43000000006997979","airline ticket web site","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Paused",0.33,5,0.92,673,0.74,5.64,0,0,0,4.6,0
"K1122","Overture - US","43000000014278809","air ticket to paris","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Paused",0.33,7,0.8,187,3.74,1.96,0,0,0,5.59,0
"K1122","Overture - US","43000000006997683","airline ticket cheap flight","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Paused",0.33,6,1.34,9177,0.07,3.62,0,0,0,8.06,0
"K1122","Overture - US","43000000006997867","airline ticket cheap prices","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Paused",0.33,41,0.27,58738,0.07,1.04,0,0,0,10.95,0
"K1122","Overture - US","43000000005277578","discount airfare to italy","Advanced","Unassigned","Unassigned","discount","Position 5-10 Bid Strategy","Paused",0.33,29,0.69,413,7.02,1.72,0,0,0,20.04,0
"K1123","Overture - Global","43000000005421103","cheap flight to perpignan","Standard","Unassigned","Unassigned","perpignan","Position 1-2 Target","Paused",0.34,2,0.38,74,2.7,1.82,0,0,0,0.76,0
"K1123","Overture - Global","43000000005420900","clermont ferrand flight","Standard","Unassigned","Unassigned","clermont","Position 1-2 Target","Paused",0.35,2,0.53,300,0.67,2.37,0,0,0,1.05,0
"K1123","Overture - Global","43000000005421192","flight france nice","Advanced","Unassigned","Unassigned","flight","Position 1-2 Target","Paused",0.35,22,0.75,681,3.23,2.47,0,0,0,16.56,0
"K1122","Overture - US","43000000005289995","cologne airport","Advanced","Unassigned","Unassigned","cologne","Position 5-10 Bid Strategy","Paused",0.35,2,0.23,294,0.68,2.66,0,0,0,0.45,0
"K1122","Overture - US","43000000006997677","international airfare deal","Standard","Unassigned","Unassigned","internationalgeneral","Position 5-10 Bid Strategy","Paused",0.35,3,0.52,245,1.22,2.5,0,0,0,1.55,0
"K1122","Overture - US","43000000014278585","airline ticket to paris france","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Paused",0.35,9,0.79,105,8.57,1.98,0,0,0,7.1,0
"K1123","Overture - Global","43000000005420852","air ticket nice","Advanced","Unassigned","Unassigned","nice","Position 1-2 Target","Paused",0.36,1,0.44,197,0.51,1.23,0,0,0,0.44,0
"K1123","Overture - Global","43000000005420918","paris flight prices","Advanced","Unassigned","Unassigned","flight","Position 1-2 Target","Paused",0.36,4,0.49,226,1.77,2.5,0,0,0,1.95,0
"K1123","Overture - Global","43000000005420994","low cost airline france","Advanced","Unassigned","Unassigned","france","Position 1-2 Target","Sent",0.36,8,0.36,1225,0.65,3.54,0,0,0,2.86,0
"K1123","Overture - Global","43000000005420926","south france travel","Advanced","Unassigned","Unassigned","france","Position 1-2 Target","Sent",0.36,19,0.66,837,2.27,1.5,0,0,0,12.61,0
"K1123","Overture - Global","43000000005420910","cheapest flight to paris","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",0.36,29,0.49,568,5.11,1.92,0,0,0,14.19,0
"K1123","Overture - Global","43000000005421324","visit paris","Standard","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",0.36,37,0.4,3770,0.98,1.93,0,0,0,14.67,0
"K1123","Overture - Global","43000000005421238","lourdes flight","Standard","Unassigned","Unassigned","lourdes","Position 1-2 Target","Paused",0.36,54,0.39,993,5.44,1.8,0,0,0,20.81,0
"K1122","Overture - US","43000000005290008","stuttgart airport","Advanced","Unassigned","Unassigned","stuttgart","Position 5-10 Bid Strategy","Paused",0.36,1,0.33,711,0.14,3.9,0,0,0,0.33,0
"K1122","Overture - US","43000000006997885","international travel airfare","Standard","Unassigned","Unassigned","internationalgeneral","Position 5-10 Bid Strategy","Paused",0.36,1,0.48,245,0.41,2.88,0,0,0,0.48,0
"K1122","Overture - US","43000000005289956","munich airline","Advanced","Unassigned","Unassigned","munich","Position 5-10 Bid Strategy","Paused",0.36,2,0.25,1584,0.13,2.19,0,0,0,0.5,0
"K1122","Overture - US","43000000006998019","air travel rate","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Paused",0.36,1,0.51,537,0.19,3.76,0,0,0,0.51,0
"K1122","Overture - US","43000000005277854","airline ticket venice","Advanced","Unassigned","Unassigned","venice","Position 5-10 Bid Strategy","Unavailable",0.36,1,0.51,60,1.67,3.6,0,0,0,0.51,0
"K1122","Overture - US","43000000006998053","air fair ticket","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Paused",0.36,2,0.43,589,0.34,3.35,0,0,0,0.85,0
"K1122","Overture - US","43000000006997637","international discount travel","Standard","Unassigned","Unassigned","internationalgeneral","Position 5-10 Bid Strategy","Paused",0.36,7,0.71,1451,0.48,2.46,0,0,0,4.97,0
"K1122","Overture - US","43000000005277744","discount airfare germany","Advanced","Unassigned","Unassigned","discount","Position 5-10 Bid Strategy","Paused",0.36,16,0.73,404,3.96,2.17,0,0,0,11.68,0
"K1122","Overture - US","43000000005277560","cheap airfare to greece","Advanced","Unassigned","Unassigned","greece","Position 5-10 Bid Strategy","Paused",0.36,30,0.8,435,6.9,1.96,0,0,0,23.99,0
"K1122","Overture - US","43000000005277714","cheap airfare to italy","Advanced","Unassigned","Unassigned","italy","Position 5-10 Bid Strategy","Paused",0.36,79,0.78,940,8.4,1.55,0,0,0,61.99,0
"K1122","Overture - US","43000000005277704","airfare to spain","Advanced","Unassigned","Unassigned","spain","Position 5-10 Bid Strategy","Paused",0.36,69,1.02,837,8.24,1.38,0,0,0,70.54,0
"K1123","Overture - Global","43000000005421334","travel to montpellier","Standard","Unassigned","Unassigned","montpellier","Position 1-2 Target","Paused",0.38,1,0.44,366,0.27,1.56,0,0,0,0.44,0
"K1123","Overture - Global","43000000005421378","air europe france travel","Standard","Unassigned","Unassigned","france","Position 1-2 Target","Sent",0.38,2,0.41,1224,0.16,1.65,0,0,0,0.83,0
"K1123","Overture - Global","43000000005421152","business france in travel","Advanced","Unassigned","Unassigned","france","Position 1-2 Target","Sent",0.38,5,0.31,415,1.2,1.59,0,0,0,1.53,0
"K1123","Overture - Global","43000000005420934","paris france tourism","Standard","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",0.38,7,0.4,2814,0.25,3.78,0,0,0,2.77,0
"K1123","Overture - Global","43000000005421384","paris airfare special","Standard","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",0.38,6,0.51,76,7.89,3.14,0,0,0,3.04,0
"K1123","Overture - Global","43000000005421256","cheap trip to france","Advanced","Unassigned","Unassigned","france","Position 1-2 Target","Sent",0.38,10,0.4,399,2.51,2.84,0,0,0,3.96,0
"K1123","Overture - Global","43000000005421204","europe france travel","Advanced","Unassigned","Unassigned","france","Position 1-2 Target","Sent",0.38,12,0.38,9077,0.13,1.25,0,0,0,4.54,0
"K1123","Overture - Global","43000000005421370","low cost flight to paris","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",0.38,9,0.77,482,1.87,2.52,0,0,0,6.95,0
"K1123","Overture - Global","43000000005421206","air cheap france ticket","Advanced","Unassigned","Unassigned","france","Position 1-2 Target","Sent",0.38,18,0.61,1328,1.36,2.46,0,0,0,10.9,0
"K1122","Overture - US","43000000006997721","airline ticket reservation online","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Paused",0.38,1,0.16,132,0.76,3.11,0,0,0,0.16,0
"K1122","Overture - US","43000000014278650","cheap air fare to france","Standard","Unassigned","Unassigned","france","Position 2-5 Bid Strategy","Paused",0.38,2,0.43,121,1.65,2.66,0,0,0,0.86,0
"K1122","Overture - US","43000000006997695","airline travel fare","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Paused",0.38,3,0.36,5638,0.05,2.31,0,0,0,1.09,0
"K1122","Overture - US","43000000005277878","airfare geneva","Advanced","Unassigned","Unassigned","geneva","Position 5-10 Bid Strategy","Paused",0.38,4,0.71,85,4.71,2.39,0,0,0,2.85,0
"K1122","Overture - US","43000000006997729","airline search","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Paused",0.38,5,0.61,1884,0.27,4.63,0,0,0,3.03,0
"K1122","Overture - US","43000000014278834","air fare to france","Standard","Unassigned","Unassigned","france","Position 2-5 Bid Strategy","Paused",0.38,6,0.53,451,1.33,1.74,0,0,0,3.19,0
"K1122","Overture - US","43000000006997675","international air flight","Standard","Unassigned","Unassigned","internationalgeneral","Position 5-10 Bid Strategy","Paused",0.38,10,0.57,546,1.83,2.98,0,0,0,5.68,0
"K1122","Overture - US","43000000006997912","international fare","Standard","Unassigned","Unassigned","internationalgeneral","Position 5-10 Bid Strategy","Paused",0.38,16,0.87,871,1.84,4.04,0,0,0,13.99,0
"K1122","Overture - US","43000000005421524","greece airline","Advanced","Unassigned","Unassigned","greece","Position 5-10 Bid Strategy","Paused",0.38,44,0.43,2693,1.63,4.24,0,0,0,19.12,0
"K1123","Overture - Global","43000000005421232","discounted flight paris","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",0.39,2,0.48,146,1.37,2.22,0,0,0,0.95,0
"K1123","Overture - Global","43000000005421252","travel in paris","Standard","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",0.39,10,0.38,712,1.4,2.07,0,0,0,3.79,0
"K1122","Overture - US","43000000006997861","airplane ticket deal","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Paused",0.39,3,0.64,138,2.17,2.29,0,0,0,1.92,0
"K1122","Overture - US","43000000005277720","airline athens ticket","Advanced","Unassigned","Unassigned","athens","Position 5-10 Bid Strategy","Paused",0.39,5,0.83,125,4,2.66,0,0,0,4.14,0
"K1122","Overture - US","43000000005421572","airline milan ticket","Advanced","Unassigned","Unassigned","milan","Position 5-10 Bid Strategy","Unavailable",0.39,5,0.9,74,6.76,3.83,0,0,0,4.51,0
"K1122","Overture - US","43000000006997967","international ticket","Standard","Unassigned","Unassigned","internationalgeneral","Position 5-10 Bid Strategy","Paused",0.39,38,0.67,2118,1.79,3.83,0,0,0,25.46,0
"K1122","Overture - US","43000000005277602","cheap airfare to germany","Advanced","Unassigned","Unassigned","germany","Position 5-10 Bid Strategy","Paused",0.39,57,0.71,866,6.58,1.56,0,0,0,40.26,0
"K1122","Overture - US","43000000014302657","india cheap ticket","Standard","Unassigned","Unassigned","india","Position 5-10 Bid Strategy","Paused",0.39,302,0.69,5144,5.87,2.42,0,0,0,207.24,0
"K1122","Overture - US","43000000006997903","air line flight","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Paused",0.4,1,0.33,590,0.17,3.49,0,0,0,0.33,0
"K1122","Overture - US","43000000014278836","cheap airfare to france","Standard","Unassigned","Unassigned","france","Position 2-5 Bid Strategy","Paused",0.4,4,0.43,274,1.46,2.22,0,0,0,1.74,0
"K1122","Overture - US","43000000006997966","airline flight prices","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Paused",0.4,6,0.53,789,0.76,3.05,0,0,0,3.15,0
"K1122","Overture - US","43000000005277680","discount airfare spain","Advanced","Unassigned","Unassigned","discount","Position 5-10 Bid Strategy","Paused",0.4,11,1.09,241,4.56,1.45,0,0,0,11.96,0
