"Publisher ID","Publisher Name","Keyword ID","Keyword","Match Type","Campaign","Keyword Group","Category","Bid Strategy","Status","Search Engine Bid","Clicks","Avg Cost per Click","Impressions","Engine Click Thru Percent","Avg Pos","Trans Conv Percent","Total Cost/Trans","Amount","Total Cost","Total Volume of Bookings"
"K2615","Yahoo - US","43000000039644337","paris cheap plane ticket","Advanced","Geo Targeted Boston","Boston to Paris Sale","uncategorized","No Strategy","Paused",6.25,1,4.49,1,100,3,0,0,0,4.49,0
"K2615","Yahoo - US","43000000039653297","france airfare","Advanced","Geo Targeted Los Angeles","Los Angeles to France Sale","uncategorized","No Strategy","Live",6.25,1,4.55,1,100,2,0,0,0,4.55,0
"K2615","Yahoo - US","43000000039653079","cheap europe ticket","Advanced","Geo Targeted Los Angeles","Cheap Europe Los Angeles","uncategorized","No Strategy","Paused",6.25,1,4.58,306,0.33,5.06,0,0,0,4.58,0
"K2615","Yahoo - US","43000000039655025","international air plane ticket","Advanced","Geo Targeted New York","International New York","uncategorized","No Strategy","Paused",6.25,1,4.59,2,50,1,0,0,0,4.59,0
"K2615","Yahoo - US","43000000039655640","spain air ticket","Advanced","Geo Targeted New York","New York to Spain Sale","uncategorized","No Strategy","Paused",6.25,1,4.59,4,25,3,0,0,0,4.59,0
"K2615","Yahoo - US","43000000039641356","discount international airfares","Advanced","Geo Targeted Atlanta","Discount International Atlanta","uncategorized","No Strategy","Paused",6.25,1,4.64,41,2.44,1.27,0,0,0,4.64,0
"K2615","Yahoo - US","43000000039653232","barcelona cheap airfare","Advanced","Geo Targeted Los Angeles","Los Angeles to Barcelona Sale","uncategorized","No Strategy","Live",6.25,1,4.65,1,100,1,0,0,0,4.65,0
"K2615","Yahoo - US","43000000039648411","cheap international air ticket","Advanced","Geo Targeted Chicago","Cheap International Chicago","uncategorized","No Strategy","Paused",6.25,3,1.58,62,4.84,4.49,0,0,0,4.74,0
"K2615","Yahoo - US","43000000039643984","florence flight","Advanced","Geo Targeted Boston","Boston to Florence Sale","uncategorized","No Strategy","Paused",6.25,3,1.58,170,1.76,1,0,0,0,4.75,0
"K2615","Yahoo - US","43000000039658099","germany travel","Standard","Western Europe Destinations","Germany","uncategorized","No Strategy","Paused",6.25,1,4.75,13,7.69,1,0,0,0,4.75,0
"K2615","Yahoo - US","43000000039658130","flight to greece","Advanced","Western Europe Destinations","Greece","uncategorized","No Strategy","Live",6.25,4,1.2,208,1.92,1.26,0,0,0,4.8,0
"K2615","Yahoo - US","43000000039648421","cheap international plane ticket","Advanced","Geo Targeted Chicago","Cheap International Chicago","uncategorized","No Strategy","Paused",6.25,2,2.46,6,33.33,2.83,0,0,0,4.93,0
"K2615","Yahoo - US","43000000039657518","spain airport","Advanced","Geo Targeted San Francisco","San Francisco to Spain Sale","uncategorized","No Strategy","Paused",6.25,1,4.96,1,100,1,0,0,0,4.96,0
"K2615","Yahoo - US","43000000039658662","turkey cheap ticket","Standard","Western Europe Destinations","Turkey","uncategorized","No Strategy","Live",6.25,5,1,35,14.29,1,0,0,0,4.99,0
"K2615","Yahoo - US","43000000039652162","cheap international plane ticket","Advanced","Geo Targeted Houston","Cheap International Houston","uncategorized","No Strategy","Paused",6.25,1,5.04,27,3.7,1.96,0,0,0,5.04,0
"K2615","Yahoo - US","43000000029356856","low cost flight to paris","Standard","Paris & France Terms","Paris","uncategorized","No Strategy","Live",6.25,5,1.01,346,1.45,1.58,0,0,0,5.04,0
"K2615","Yahoo - US","43000000039654980","discount europe flight","Advanced","Geo Targeted New York","Discount Europe New York","uncategorized","No Strategy","Paused",6.25,1,5.05,2,50,1,0,0,0,5.05,0
"K2615","Yahoo - US","43000000039654020","cheap international air ticket","Advanced","Geo Targeted Miami","Cheap International Miami","uncategorized","No Strategy","Paused",6.25,1,5.1,37,2.7,4.7,0,0,0,5.1,0
"K2615","Yahoo - US","43000000039657458","rome flight","Advanced","Geo Targeted San Francisco","San Francisco to Rome Sale","uncategorized","No Strategy","Live",6.25,3,1.7,99,3.03,1.01,0,0,0,5.1,0
"K2615","Yahoo - US","43000000039653740","spain airline","Advanced","Geo Targeted Los Angeles","Los Angeles to Spain Sale","uncategorized","No Strategy","Paused",6.25,1,5.11,2,50,1.5,0,0,0,5.11,0
"K2615","Yahoo - US","43000000039654991","discount international airfare","Advanced","Geo Targeted New York","Discount International New York","uncategorized","No Strategy","Paused",6.25,3,1.71,128,2.34,1.53,0,0,0,5.12,0
"K2615","Yahoo - US","43000000029356705","business france in travel","Standard","Paris & France Terms","France","uncategorized","No Strategy","Live",6.25,2,2.6,401,0.5,1.78,0,0,0,5.2,0
"K2615","Yahoo - US","43000000039648550","france airfare","Advanced","Geo Targeted Chicago","Chicago to France Sale","uncategorized","No Strategy","Live",6.25,2,2.61,3,66.67,1,0,0,0,5.23,0
"K2615","Yahoo - US","43000000029356763","cheap travel france","Standard","Paris & France Terms","France","uncategorized","No Strategy","Live",6.25,6,0.87,198,3.03,1.21,0,0,0,5.22,0
"K2615","Yahoo - US","43000000039656894","international air ticket","Advanced","Geo Targeted San Francisco","International San Francisco","uncategorized","No Strategy","Paused",6.25,3,1.75,42,7.14,1.66,0,0,0,5.24,0
"K2615","Yahoo - US","43000000039648420","cheap international flight deal","Advanced","Geo Targeted Chicago","Cheap International Chicago","uncategorized","No Strategy","Paused",6.25,1,5.29,1,100,1,0,0,0,5.29,0
"K2615","Yahoo - US","43000000039658553","spain plane ticket","Advanced","Western Europe Destinations","Spain","uncategorized","No Strategy","Live",6.25,2,2.65,9,22.22,1,0,0,0,5.3,0
"K2615","Yahoo - US","43000000039658702","uk plane tickets","Advanced","Western Europe Destinations","UK","uncategorized","No Strategy","Paused",6.25,1,5.3,1,100,1,0,0,0,5.3,0
"K2615","Yahoo - US","43000000039655003","europe air flight","Advanced","Geo Targeted New York","Europe New York","uncategorized","No Strategy","Paused",6.25,1,5.34,3,33.33,1.67,0,0,0,5.34,0
"K2615","Yahoo - US","43000000039657383","paris ticket","Advanced","Geo Targeted San Francisco","San Francisco to Paris Sale","uncategorized","No Strategy","Live",6.25,1,5.34,6,16.67,2.67,0,0,0,5.34,0
"K2615","Yahoo - US","43000000039655593","rome ticket","Advanced","Geo Targeted New York","New York to Rome Sale","uncategorized","No Strategy","Live",6.25,2,2.72,559,0.36,1,0,0,0,5.44,0
"K2615","Yahoo - US","43000000029356659","france travel deal","Standard","Paris & France Terms","France","uncategorized","No Strategy","Live",6.25,6,0.91,140,4.29,1.21,0,0,0,5.44,0
"K2615","Yahoo - US","43000000039649195","europe plane ticket","Advanced","Geo Targeted Chicago","Europe Chicago","uncategorized","No Strategy","Live",6.25,1,5.48,1,100,1,0,0,0,5.48,0
"K2615","Yahoo - US","43000000039650150","international flight","Advanced","Geo Targeted Cincinnati","International Cincinnati","uncategorized","No Strategy","Paused",6.25,5,1.1,80,6.25,1.12,0,0,0,5.51,0
"K2615","Yahoo - US","43000000039658704","uk travel","Advanced","Western Europe Destinations","UK","uncategorized","No Strategy","Paused",6.25,1,5.51,364,0.27,5.01,0,0,0,5.51,0
"K2615","Yahoo - US","43000000029356850","france travel information","Standard","Paris & France Terms","France","uncategorized","No Strategy","Live",6.25,1,5.58,497,0.2,1.84,0,0,0,5.58,0
"K2615","Yahoo - US","43000000039643876","cheap europe ticket","Advanced","Geo Targeted Boston","Cheap Europe Boston","uncategorized","No Strategy","Paused",6.25,1,5.61,129,0.78,5.26,0,0,0,5.61,0
"K2615","Yahoo - US","43000000039649189","europe airline ticket","Advanced","Geo Targeted Chicago","Europe Chicago","uncategorized","No Strategy","Live",6.25,2,2.83,21,9.52,1.48,0,0,0,5.65,0
"K2615","Yahoo - US","43000000039653142","europe airline","Advanced","Geo Targeted Los Angeles","Europe Los Angeles","uncategorized","No Strategy","Paused",6.25,2,2.83,10,20,4.6,0,0,0,5.65,0
"K2615","Yahoo - US","43000000039653202","athens cheap ticket","Advanced","Geo Targeted Los Angeles","Los Angeles to Athens Sale","uncategorized","No Strategy","Live",6.25,1,5.66,6,16.67,4,0,0,0,5.66,0
"K2615","Yahoo - US","43000000039655023","international air line ticket","Advanced","Geo Targeted New York","International New York","uncategorized","No Strategy","Paused",6.25,1,5.69,7,14.29,1,0,0,0,5.69,0
"K2615","Yahoo - US","43000000039658432","munich airport","Advanced","Western Europe Destinations","Munich","uncategorized","No Strategy","Paused",6.25,1,5.71,25,4,1.84,0,0,0,5.71,0
"K2615","Yahoo - US","43000000039656899","international airplane ticket","Advanced","Geo Targeted San Francisco","International San Francisco","uncategorized","No Strategy","Paused",6.25,3,1.93,203,1.48,6,0,0,0,5.79,0
"K2615","Yahoo - US","43000000039650148","international airport","Advanced","Geo Targeted Cincinnati","International Cincinnati","uncategorized","No Strategy","Paused",6.25,2,2.9,172,1.16,1.88,0,0,0,5.8,0
"K2615","Yahoo - US","43000000039653141","europe airfare","Advanced","Geo Targeted Los Angeles","Europe Los Angeles","uncategorized","No Strategy","Paused",6.25,2,2.91,11,18.18,2.73,0,0,0,5.83,0
"K2615","Yahoo - US","43000000039657083","france cheap air ticket","Advanced","Geo Targeted San Francisco","San Francisco to France Sale","uncategorized","No Strategy","Live",6.25,1,5.84,6,16.67,1.17,0,0,0,5.84,0
"K2615","Yahoo - US","43000000039648904","rome air flight","Advanced","Geo Targeted Chicago","Chicago to Rome Sale","uncategorized","No Strategy","Live",6.25,1,5.86,1,100,1,0,0,0,5.86,0
"K2615","Yahoo - US","43000000039654082","europe flight","Advanced","Geo Targeted Miami","Europe Miami","uncategorized","No Strategy","Paused",6.25,1,5.89,11,9.09,1.18,0,0,0,5.89,0
"K2615","Yahoo - US","43000000039654974","discount europe airline","Advanced","Geo Targeted New York","Discount Europe New York","uncategorized","No Strategy","Paused",6.25,1,5.89,18,5.56,4.44,0,0,0,5.89,0
"K2615","Yahoo - US","43000000039657935","europe fare","Advanced","Western Europe Destinations","Europe","uncategorized","No Strategy","Paused",6.25,1,5.89,3,33.33,1.33,0,0,0,5.89,0
"K2615","Yahoo - US","43000000039652951","international fare","Advanced","Geo Targeted Houston","International Houston","uncategorized","No Strategy","Paused",6.25,2,2.96,7,28.57,2.14,0,0,0,5.91,0
"K2615","Yahoo - US","43000000039657982","florence cheap flight","Advanced","Western Europe Destinations","Florence","uncategorized","No Strategy","Live",6.25,2,2.97,53,3.77,1.28,0,0,0,5.94,0
"K2615","Yahoo - US","43000000039654057","discount international airfare","Advanced","Geo Targeted Miami","Discount International Miami","uncategorized","No Strategy","Paused",6.25,2,2.99,11,18.18,1.45,0,0,0,5.99,0
"K2615","Yahoo - US","43000000039641310","cheap international airplane tickets","Advanced","Geo Targeted Atlanta","Cheap International Atlanta","uncategorized","No Strategy","Paused",6.25,1,6.01,19,5.26,1.42,0,0,0,6.01,0
"K2615","Yahoo - US","43000000039655016","europe flight","Advanced","Geo Targeted New York","Europe New York","uncategorized","No Strategy","Paused",6.25,1,6.06,56,1.79,1.09,0,0,0,6.06,0
"K2615","Yahoo - US","43000000039653093","cheap international fare","Advanced","Geo Targeted Los Angeles","Cheap International Los Angeles","uncategorized","No Strategy","Paused",6.25,1,6.08,13,7.69,1.31,0,0,0,6.08,0
"K2615","Yahoo - US","43000000039641426","international tickets","Advanced","Geo Targeted Atlanta","International Atlanta","uncategorized","No Strategy","Paused",6.25,1,6.1,12,8.33,1.83,0,0,0,6.1,0
"K2615","Yahoo - US","43000000039655204","france airline","Advanced","Geo Targeted New York","New York to France Sale","uncategorized","No Strategy","Live",6.25,4,1.53,14,28.57,1.57,0,0,0,6.13,0
"K2615","Yahoo - US","43000000039655019","europe ticket","Advanced","Geo Targeted New York","Europe New York","uncategorized","No Strategy","Paused",6.25,1,6.18,10,10,1.1,0,0,0,6.18,0
"K2615","Yahoo - US","43000000039655009","europe airfare","Advanced","Geo Targeted New York","Europe New York","uncategorized","No Strategy","Paused",6.25,3,2.08,29,10.34,2.89,0,0,0,6.24,0
"K2615","Yahoo - US","43000000039655961","international airfare","Advanced","Geo Targeted Philadelphia","International Philadelphia","uncategorized","No Strategy","Paused",6.25,5,1.25,98,5.1,1.08,0,0,0,6.26,0
"K2615","Yahoo - US","43000000029356693","airfrance fares paris","Standard","Paris & France Terms","Paris Branded","uncategorized","No Strategy","Live",6.25,8,0.79,37,21.62,1,0,0,0,6.29,0
"K2615","Yahoo - US","43000000039658286","italy cheap flight","Advanced","Western Europe Destinations","Italy","uncategorized","No Strategy","Live",6.25,2,3.19,57,3.51,2.03,0,0,0,6.39,0
"K2615","Yahoo - US","43000000039658657","fly to turkey","Advanced","Western Europe Destinations","Turkey","uncategorized","No Strategy","Live",6.25,3,2.18,160,1.88,1.52,0,0,0,6.53,0
"K2615","Yahoo - US","43000000039654024","cheap international airline ticket","Advanced","Geo Targeted Miami","Cheap International Miami","uncategorized","No Strategy","Paused",6.25,3,2.21,74,4.05,6.74,0,0,0,6.62,0
"K2615","Yahoo - US","43000000039656122","florence flight","Advanced","Geo Targeted Philadelphia","Philadelphia to Florence Sale","uncategorized","No Strategy","Paused",6.25,4,1.67,170,2.35,1,0,0,0,6.69,0
"K2615","Yahoo - US","43000000039658131","greece airline","Advanced","Western Europe Destinations","Greece","uncategorized","No Strategy","Live",6.25,4,1.69,96,4.17,1.36,0,0,0,6.76,0
"K2615","Yahoo - US","43000000029356801","travel to marseille","Standard","French Destinations","Marseille","uncategorized","No Strategy","Live",6.25,9,0.77,1378,0.65,1,0,0,0,6.95,0
"K2615","Yahoo - US","43000000039652945","international airfare","Advanced","Geo Targeted Houston","International Houston","uncategorized","No Strategy","Paused",6.25,3,2.33,104,2.88,1.14,0,0,0,6.98,0
"K2615","Yahoo - US","43000000039655932","discount international flight","Advanced","Geo Targeted Philadelphia","Discount International Philadelphia","uncategorized","No Strategy","Paused",6.25,2,3.49,5,40,4.2,0,0,0,6.99,0
"K2615","Yahoo - US","43000000039658554","spain ticket","Advanced","Western Europe Destinations","Spain","uncategorized","No Strategy","Live",6.25,3,2.33,112,2.68,1.17,0,0,0,6.99,0
"K2615","Yahoo - US","43000000039643883","cheap international air ticket","Advanced","Geo Targeted Boston","Cheap International Boston","uncategorized","No Strategy","Paused",6.25,2,3.51,25,8,4.16,0,0,0,7.03,0
"K2615","Yahoo - US","43000000029356788","budget travel france","Standard","Paris & France Terms","France","uncategorized","No Strategy","Live",6.25,5,1.42,190,2.63,1.23,0,0,0,7.1,0
"K2615","Yahoo - US","43000000039658402","milan travel","Advanced","Western Europe Destinations","Milan","uncategorized","No Strategy","Live",6.25,6,1.2,1456,0.41,1.03,0,0,0,7.22,0
"K2615","Yahoo - US","43000000039655026","international air ticket","Advanced","Geo Targeted New York","International New York","uncategorized","No Strategy","Paused",6.25,5,1.47,34,14.71,1.76,0,0,0,7.33,0
"K2615","Yahoo - US","43000000039651081","international airplane ticket","Advanced","Geo Targeted DC","International DC","uncategorized","No Strategy","Paused",6.25,2,3.68,247,0.81,5,0,0,0,7.36,0
"K2615","Yahoo - US","43000000039655962","international airline","Advanced","Geo Targeted Philadelphia","International Philadelphia","uncategorized","No Strategy","Paused",6.25,4,1.85,83,4.82,1.31,0,0,0,7.4,0
"K2615","Yahoo - US","43000000039653284","florence flight","Advanced","Geo Targeted Los Angeles","Los Angeles to Florence Sale","uncategorized","No Strategy","Live",6.25,5,1.5,457,1.09,1.02,0,0,0,7.51,0
"K2615","Yahoo - US","43000000039656877","europe airfare","Advanced","Geo Targeted San Francisco","Europe San Francisco","uncategorized","No Strategy","Paused",6.25,4,1.91,25,16,1.84,0,0,0,7.63,0
"K2615","Yahoo - US","43000000039658734","venice airport","Advanced","Western Europe Destinations","Venice","uncategorized","No Strategy","Live",6.25,9,0.85,630,1.43,1.47,0,0,0,7.66,0
"K2615","Yahoo - US","43000000029356654","cheap trip to france","Standard","Paris & France Terms","France","uncategorized","No Strategy","Live",6.25,5,1.56,69,7.25,1.09,0,0,0,7.81,0
"K2615","Yahoo - US","43000000039657944","european cheap ticket","Advanced","Western Europe Destinations","Europe","uncategorized","No Strategy","Paused",6.25,3,2.63,18,16.67,1.39,0,0,0,7.88,0
"K2615","Yahoo - US","43000000039657714","flight to athens","Advanced","Western Europe Destinations","Athens","uncategorized","No Strategy","Live",6.25,5,1.62,1141,0.44,1,0,0,0,8.1,0
"K2615","Yahoo - US","43000000039653096","cheap international plane ticket","Advanced","Geo Targeted Los Angeles","Cheap International Los Angeles","uncategorized","No Strategy","Paused",6.25,2,4.06,9,22.22,2.11,0,0,0,8.13,0
"K2615","Yahoo - US","43000000039658547","spain airline","Advanced","Western Europe Destinations","Spain","uncategorized","No Strategy","Live",6.25,5,1.64,165,3.03,2.5,0,0,0,8.2,0
"K2615","Yahoo - US","43000000039656822","cheap international air ticket","Advanced","Geo Targeted San Francisco","Cheap International San Francisco","uncategorized","No Strategy","Paused",6.25,4,2.09,156,2.56,5.46,0,0,0,8.35,0
"K2615","Yahoo - US","43000000039658665","turkey plane ticket","Advanced","Western Europe Destinations","Turkey","uncategorized","No Strategy","Live",6.25,6,1.41,40,15,1.65,0,0,0,8.44,0
"K2615","Yahoo - US","43000000029356858","bordeaux flight","Standard","French Destinations","Bordeaux","uncategorized","No Strategy","Live",6.25,9,0.94,298,3.02,1,0,0,0,8.44,0
"K2615","Yahoo - US","43000000039648422","cheap international ticket","Advanced","Geo Targeted Chicago","Cheap International Chicago","uncategorized","No Strategy","Paused",6.25,4,2.16,19,21.05,1.47,0,0,0,8.63,0
"K2615","Yahoo - US","43000000029356691","lyon flight","Standard","French Destinations","Lyon","uncategorized","No Strategy","Live",6.25,10,0.86,403,2.48,1,0,0,0,8.63,0
"K2615","Yahoo - US","43000000039652012","international airline","Advanced","Geo Targeted Detroit","International Detroit","uncategorized","No Strategy","Paused",6.25,5,1.75,76,6.58,1.33,0,0,0,8.74,0
"K2615","Yahoo - US","43000000039641431","international airlines","Advanced","Geo Targeted Atlanta","International Atlanta","uncategorized","No Strategy","Paused",6.25,5,1.75,112,4.46,1.41,0,0,0,8.76,0
"K2615","Yahoo - US","43000000029356868","discount airline france","Standard","Paris & France Terms","France","uncategorized","No Strategy","Live",6.25,3,2.94,60,5,1.33,0,0,0,8.81,0
"K2615","Yahoo - US","43000000039649219","international ticket","Advanced","Geo Targeted Chicago","International Chicago","uncategorized","No Strategy","Live",6.25,5,1.81,43,11.63,1.81,0,0,0,9.03,0
"K2615","Yahoo - US","43000000039658666","turkey ticket","Advanced","Western Europe Destinations","Turkey","uncategorized","No Strategy","Live",6.25,7,1.29,84,8.33,1.05,0,0,0,9.05,0
"K2615","Yahoo - US","43000000029356714","nice airfares","Standard","French Destinations","Nice","uncategorized","No Strategy","Live",6.25,6,1.52,70,8.57,1.06,0,0,0,9.14,0
"K2615","Yahoo - US","43000000039652152","cheap international air ticket","Advanced","Geo Targeted Houston","Cheap International Houston","uncategorized","No Strategy","Paused",6.25,2,4.63,63,3.17,5.62,0,0,0,9.26,0
"K2615","Yahoo - US","43000000039658542","flight to spain","Advanced","Western Europe Destinations","Spain","uncategorized","No Strategy","Live",6.25,4,2.32,120,3.33,1.35,0,0,0,9.28,0
"K2615","Yahoo - US","43000000039658093","germany cheap flight","Advanced","Western Europe Destinations","Germany","uncategorized","No Strategy","Paused",6.25,5,1.87,288,1.74,1.17,0,0,0,9.33,0
"K2615","Yahoo - US","43000000039650136","international air fare","Advanced","Geo Targeted Cincinnati","International Cincinnati","uncategorized","No Strategy","Paused",6.25,2,4.69,106,1.89,3.64,0,0,0,9.39,0
"K2615","Yahoo - US","43000000039654959","cheap international airplane ticket","Advanced","Geo Targeted New York","Cheap International New York","uncategorized","No Strategy","Paused",6.25,5,1.91,16,31.25,1,0,0,0,9.53,0
"K2615","Yahoo - US","43000000039655188","florence flight","Advanced","Geo Targeted New York","New York to Florence Sale","uncategorized","No Strategy","Live",6.25,7,1.38,583,1.2,1,0,0,0,9.69,0
"K2615","Yahoo - US","43000000039652950","international airport","Advanced","Geo Targeted Houston","International Houston","uncategorized","No Strategy","Paused",6.25,3,3.24,480,0.63,2.09,0,0,0,9.71,0
"K2615","Yahoo - US","43000000039657056","florence flight","Advanced","Geo Targeted San Francisco","San Francisco to Florence Sale","uncategorized","No Strategy","Live",6.25,7,1.39,412,1.7,1,0,0,0,9.71,0
"K2615","Yahoo - US","43000000039655031","international airplane ticket","Advanced","Geo Targeted New York","International New York","uncategorized","No Strategy","Paused",6.25,3,3.25,438,0.68,4.06,0,0,0,9.75,0
"K2615","Yahoo - US","43000000039653158","international air ticket","Advanced","Geo Targeted Los Angeles","International Los Angeles","uncategorized","No Strategy","Paused",6.25,6,1.65,33,18.18,1.7,0,0,0,9.9,0
"K2615","Yahoo - US","43000000029356754","paris fare","Standard","Paris & France Terms","Paris","uncategorized","No Strategy","Live",6.25,5,1.98,110,4.55,1.07,0,0,0,9.9,0
"K2615","Yahoo - US","43000000039658658","turkey airfare","Advanced","Western Europe Destinations","Turkey","uncategorized","No Strategy","Live",6.25,6,1.65,113,5.31,2.34,0,0,0,9.92,0
"K2615","Yahoo - US","43000000039657931","europe airline","Advanced","Western Europe Destinations","Europe","uncategorized","No Strategy","Paused",6.25,3,3.33,45,6.67,3.35,0,0,0,9.99,0
"K2615","Yahoo - US","43000000039657902","england travel","Standard","Western Europe Destinations","England","uncategorized","No Strategy","Paused",6.25,5,2.04,672,0.74,1,0,0,0,10.19,0
"K2615","Yahoo - US","43000000029356865","nice cheap flights","Standard","French Destinations","Nice","uncategorized","No Strategy","Live",6.25,11,0.93,321,3.43,1,0,0,0,10.25,0
"K2615","Yahoo - US","43000000039655954","international air fare","Advanced","Geo Targeted Philadelphia","International Philadelphia","uncategorized","No Strategy","Paused",6.25,3,3.57,284,1.06,3.86,0,0,0,10.71,0
"K2615","Yahoo - US","43000000039657934","europe cheap ticket","Advanced","Western Europe Destinations","Europe","uncategorized","No Strategy","Paused",6.25,6,1.81,51,11.76,1.37,0,0,0,10.84,0
"K2615","Yahoo - US","43000000039649197","europe ticket","Advanced","Geo Targeted Chicago","Europe Chicago","uncategorized","No Strategy","Live",6.25,5,2.19,23,21.74,1.7,0,0,0,10.95,0
"K2615","Yahoo - US","43000000039658549","spain cheap flight","Advanced","Western Europe Destinations","Spain","uncategorized","No Strategy","Live",6.25,4,2.78,106,3.77,1.16,0,0,0,11.11,0
"K2615","Yahoo - US","43000000039653148","europe flight","Advanced","Geo Targeted Los Angeles","Europe Los Angeles","uncategorized","No Strategy","Paused",6.25,4,2.78,32,12.5,1.13,0,0,0,11.13,0
"K2615","Yahoo - US","43000000039658661","turkey cheap flight","Standard","Western Europe Destinations","Turkey","uncategorized","No Strategy","Live",6.25,8,1.4,191,4.19,1,0,0,0,11.18,0
"K2615","Yahoo - US","43000000039655892","cheap international airline ticket","Advanced","Geo Targeted Philadelphia","Cheap International Philadelphia","uncategorized","No Strategy","Paused",6.25,6,1.88,140,4.29,6.89,0,0,0,11.26,0
"K2615","Yahoo - US","43000000029356673","visit paris","Standard","Paris & France Terms","Paris","uncategorized","No Strategy","Live",6.25,4,2.88,448,0.89,1,0,0,0,11.54,0
"K2615","Yahoo - US","43000000039650285","cheap international airfare","Advanced","Geo Targeted DC","Cheap International DC","uncategorized","No Strategy","Paused",6.25,4,2.9,512,0.78,1.81,0,0,0,11.61,0
"K2615","Yahoo - US","43000000039653599","paris cheap flight","Advanced","Geo Targeted Los Angeles","Los Angeles to Paris Sale","uncategorized","No Strategy","Live",6.25,3,3.87,11,27.27,1.27,0,0,0,11.61,0
"K2615","Yahoo - US","43000000039658740","venice travel","Advanced","Western Europe Destinations","Venice","uncategorized","No Strategy","Live",6.25,4,2.91,1052,0.38,2.44,0,0,0,11.63,0
"K2615","Yahoo - US","43000000039649218","international plane ticket","Advanced","Geo Targeted Chicago","International Chicago","uncategorized","No Strategy","Live",6.25,3,3.93,36,8.33,2.33,0,0,0,11.78,0
"K2615","Yahoo - US","43000000039641253","cheap europe tickets","Advanced","Geo Targeted Atlanta","Cheap Europe Atlanta","uncategorized","No Strategy","Paused",6.25,3,3.98,318,0.94,4.94,0,0,0,11.95,0
"K2615","Yahoo - US","43000000029356684","france airport","Standard","Paris & France Terms","France","uncategorized","No Strategy","Live",6.25,16,0.75,609,2.63,1,0,0,0,11.95,0
"K2615","Yahoo - US","43000000029356799","travel in paris","Standard","Paris & France Terms","Paris","uncategorized","No Strategy","Live",6.25,5,2.45,399,1.25,1.7,0,0,0,12.24,0
"K2615","Yahoo - US","43000000039656832","cheap international plane ticket","Advanced","Geo Targeted San Francisco","Cheap International San Francisco","uncategorized","No Strategy","Paused",6.25,4,3.08,35,11.43,1.57,0,0,0,12.3,0
"K2615","Yahoo - US","43000000039648415","cheap international airline ticket","Advanced","Geo Targeted Chicago","Cheap International Chicago","uncategorized","No Strategy","Paused",6.25,6,2.07,94,6.38,5.5,0,0,0,12.4,0
"K2615","Yahoo - US","43000000039654965","cheap international ticket","Advanced","Geo Targeted New York","Cheap International New York","uncategorized","No Strategy","Paused",6.25,4,3.27,34,11.76,1.12,0,0,0,13.06,0
"K2615","Yahoo - US","43000000039656896","international airline","Advanced","Geo Targeted San Francisco","International San Francisco","uncategorized","No Strategy","Paused",6.25,6,2.18,1371,0.44,1.09,0,0,0,13.06,0
"K2615","Yahoo - US","43000000039653076","cheap europe flight","Advanced","Geo Targeted Los Angeles","Cheap Europe Los Angeles","uncategorized","No Strategy","Paused",6.25,4,3.28,11,36.36,1.09,0,0,0,13.1,0
"K2615","Yahoo - US","43000000039651041","discount international airfare","Advanced","Geo Targeted DC","Discount International DC","uncategorized","No Strategy","Paused",6.25,4,3.31,87,4.6,1.62,0,0,0,13.23,0
"K2615","Yahoo - US","43000000039656833","cheap international ticket","Advanced","Geo Targeted San Francisco","Cheap International San Francisco","uncategorized","No Strategy","Paused",6.25,4,3.31,37,10.81,1.27,0,0,0,13.25,0
"K2615","Yahoo - US","43000000029356804","france plane ticket","Standard","Paris & France Terms","France","uncategorized","No Strategy","Live",6.25,13,1.05,209,6.22,1.11,0,0,0,13.62,0
"K2615","Yahoo - US","43000000039652156","cheap international airline ticket","Advanced","Geo Targeted Houston","Cheap International Houston","uncategorized","No Strategy","Paused",6.25,6,2.27,113,5.31,5.84,0,0,0,13.64,0
"K2615","Yahoo - US","43000000039657938","europe ticket","Advanced","Western Europe Destinations","Europe","uncategorized","No Strategy","Paused",6.25,3,4.72,38,7.89,2.1,0,0,0,14.15,0
"K2615","Yahoo - US","43000000039650288","cheap international airline ticket","Advanced","Geo Targeted DC","Cheap International DC","uncategorized","No Strategy","Paused",6.25,6,2.39,1353,0.44,1.68,0,0,0,14.35,0
"K2615","Yahoo - US","43000000029356923","cheap airline ticket to france","Standard","Paris & France Terms","France","uncategorized","No Strategy","Live",6.25,11,1.31,311,3.54,1.14,0,0,0,14.46,0
"K2615","Yahoo - US","43000000039644063","international air fare","Advanced","Geo Targeted Boston","International Boston","uncategorized","No Strategy","Paused",6.25,4,3.75,215,1.86,3.82,0,0,0,15.01,0
"K2615","Yahoo - US","43000000039648412","cheap international airfare","Advanced","Geo Targeted Chicago","Cheap International Chicago","uncategorized","No Strategy","Paused",6.25,7,2.15,267,2.62,3.9,0,0,0,15.05,0
"K2615","Yahoo - US","43000000039657861","cologne flight","Advanced","Western Europe Destinations","Cologne","uncategorized","No Strategy","Paused",6.25,7,2.19,2330,0.3,1,0,0,0,15.35,0
"K2615","Yahoo - US","43000000039658516","rome ticket","Advanced","Western Europe Destinations","Rome","uncategorized","No Strategy","Live",6.25,13,1.23,17580,0.07,1,0,0,0,15.93,0
"K2615","Yahoo - US","43000000039654096","international airline ticket","Advanced","Geo Targeted Miami","International Miami","uncategorized","No Strategy","Paused",6.25,5,3.19,505,0.99,4.65,0,0,0,15.95,0
