"","Publisher ID","Publisher Name","Keyword ID","Keyword","Match Type","Campaign","Keyword Group","Category","Bid Strategy","Status","Search Engine Bid","Clicks","Avg. Cost per Click","Impressions","Engine Click Thru %","Avg. Pos.","Trans. Conv. %","Total Cost/ Trans","Amount","Total Cost","Total Volume of Bookings"
"66","K435","Google - US",4.3e+16,"air france website","Broad","Air France Branded","Air France Website","uncategorized","Position 2-5 Bid Strategy","Live",0.3,187,0.36,899,20.8,1.14,2.14,16.64,3621,66.56,4
"67","K435","Google - US",4.3e+16,"paris air fares","Broad","Geo Targeted New York","New York to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,10,2.5,41,24.39,1.19,10,25.01,1360,25.01,1
"68","K1122","Overture - US",4.3e+16,"europe ticket","Standard","Unassigned","Unassigned","europe2","Position 1-4 Bid Strategy","Paused",0.86,123,0.66,3325,3.7,2.17,1.63,40.66,4187.1,81.31,2
"69","K435","Google - US",4.3e+16,"paris air flight","Broad","Geo Targeted Houston","Houston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,2.12,20,20,1.35,25,8.49,426.7,8.49,1
"70","K435","Google - US",4.3e+16,"paris airfares","Broad","Geo Targeted New York","New York to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,21,2.39,195,10.77,1.87,9.52,25.1,2450.55,50.2,2
"71","K1175","Google - Global",4.3e+16,"[air france]","Exact","Air France Global Campaign","Air France","airfrance","Position 1- 3","Unavailable",1.25,11150,0.44,107222,10.4,1.83,1.6,27.45,235965.95,4886.1,178
"72","K1123","Overture - Global",4.3e+16,"air france fr","Advanced","Unassigned","Unassigned","airfrancewebsite","No Strategy","Paused",7.5,60,0.28,3370,1.78,1.04,1.67,16.75,769.25,16.75,1
"73","K435","Google - US",4.3e+16,"airfrance com","Broad","Air France Branded","Air France Website","uncategorized","Postiion 1-4 Bid Strategy","Live",11.5,3853,0.43,22668,17,1.05,1.66,26.11,76245.85,1670.74,64
"74","K435","Google - US",4.3e+16,"air france usa","Broad","Air France Branded","Air France Website","uncategorized","No Strategy","Live",10,558,0.43,1602,34.83,1.03,1.97,21.93,10767.8,241.19,11
"75","K1123","Overture - Global",4.3e+16,"air france.com","Advanced","Unassigned","Unassigned","airfrancewebsite","No Strategy","Paused",8.75,681,0.19,7996,8.52,1.18,1.03,18.61,5767.25,130.27,7
"76","K435","Google - US",4.3e+16,"paris tickets","Broad","Geo Targeted Seattle","Seattle to Paris Sale","uncategorized","Position 2-5 Bid Strategy","Paused",5,12,2.84,538,2.23,1.69,8.33,34.09,1439.9,34.09,1
"77","K435","Google - US",4.3e+16,"paris cheap air tickets","Broad","Geo Targeted New York","New York to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,5,2.42,7,71.43,1,20,12.11,494.7,12.11,1
"78","K1175","Google - Global",4.3e+16,"paris airline","Broad","Air France Global Campaign","Tour de France","uncategorized","No Strategy","Unavailable",6.25,16,1.71,1602,1,1.24,6.25,27.43,1098.2,27.43,1
"79","K435","Google - US",4.3e+16,"france airlines","Broad","Geo Targeted New York","New York to France Sale","uncategorized","Postiion 1-4 Bid Strategy","Live",6.25,119,2.41,4403,2.7,1.68,7.56,31.81,11301.6,286.3,9
"80","K435","Google - US",4.3e+16,"france air flight","Broad","Geo Targeted New York","New York to France Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,55,0.75,776,7.09,1.04,3.64,20.7,1616.7,41.4,2
"81","K435","Google - US",4.3e+16,"france air flight","Broad","Geo Targeted Los Angeles","Los Angeles to France Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,9,1.38,67,13.43,1.14,11.11,12.42,483.65,12.42,1
"82","K435","Google - US",4.3e+16,"[air france]","Exact","Air France Branded","Air France Brand","uncategorized","No Strategy","Live",27.5,30418,0.44,188409,16.14,1.27,1.44,30.38,515791.9,13336.81,439
"83","K435","Google - US",4.3e+16,"airfrance tickets","Broad","Air France Branded","Air France Brand","uncategorized","Position 1 -2 Target","Live",0.93,33,0.89,241,13.69,1.19,3.03,29.26,1123.7,29.26,1
"84","K435","Google - US",4.3e+16,"airfrance airline","Broad","Air France Branded","Air France Brand","uncategorized","Position 1 -2 Target","Live",0.29,95,0.53,712,13.34,1.31,1.05,50.39,1887,50.39,1
"85","K2615","Yahoo - US",4.3e+16,"international flight","Advanced","Geo Targeted Chicago","International Chicago","uncategorized","No Strategy","Live",6.25,86,1.38,1215,7.08,1.32,1.16,118.89,4403.85,118.89,1
"86","K1175","Google - Global",4.3e+16,"airfrance","Broad","Air France Global Campaign","Air France","airfrance","Position 1- 3","Unavailable",2.5,1383,0.72,23310,5.93,1.65,2.68,26.98,35357.45,998.39,37
"87","K2615","Yahoo - US",4.3e+16,"airfrance.com","Advanced","Air France Branded","Air France Website","uncategorized","No Strategy","Live",7.5,4023,0.87,24934,16.13,1.27,2.11,41.08,121372.35,3491.79,85
"88","K1123","Overture - Global",4.3e+16,"airline ticket to france","Advanced","Unassigned","Unassigned","france","Position 1-2 Target","Unavailable",7.5,43,0.85,825,5.21,1.79,2.33,36.76,1274.15,36.76,1
"89","K435","Google - US",4.3e+16,"paris airfare","Broad","Geo Targeted Chicago","Chicago to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,24,1.85,194,12.37,1.71,4.17,44.51,1530,44.51,1
"90","K1123","Overture - Global",4.3e+16,"air france reservation","Advanced","Unassigned","Unassigned","airfrance","Position 1-2 Target","Paused",0.45,302,0.59,22484,1.34,1.31,1.99,29.46,5888.8,176.77,6
"91","K1123","Overture - Global",4.3e+16,"air france usa","Advanced","Unassigned","Unassigned","airfrance","Position 1-2 Target","Paused",7.5,116,0.36,4815,2.41,1.99,0.86,41.95,1394.85,41.95,1
"92","K435","Google - US",4.3e+16,"italy airline","Broad","Geo Targeted San Francisco","San Francisco to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,16,1.61,163,9.82,1.57,6.25,25.75,850,25.75,1
"93","K2615","Yahoo - US",4.3e+16,"international air fare","Advanced","Geo Targeted New York","International New York","uncategorized","No Strategy","Paused",6.25,10,2.58,830,1.2,3.44,10,25.79,816,25.79,1
"94","K2615","Yahoo - US",4.3e+16,"airfrance","Advanced","Air France Branded","Air France Website","uncategorized","No Strategy","Live",7.5,23893,0.75,162070,14.74,1.6,1.76,42.61,567463.4,17939.35,421
"95","K2966","MSN - US",4.3e+16,"airfrance com","Broad","Air France Brand & French Destinations","Air France Website","uncategorized","No Strategy","Live",0,1498,0.64,5490,27.29,1.15,1.6,39.64,30053.45,951.31,24
"96","K1123","Overture - Global",4.3e+16,"air france us","Advanced","Unassigned","Unassigned","airfrance","Position 1-2 Target","Paused",7.5,87,0.44,2505,3.47,1.19,1.15,38.69,1202.75,38.69,1
"97","K2615","Yahoo - US",4.3e+16,"france flight","Standard","Paris & France Terms","France","uncategorized","No Strategy","Live",6.25,107,1.27,3137,3.41,1,0.93,136.3,4148,136.3,1
"98","K1122","Overture - US",4.3e+16,"air france","Standard","Unassigned","Unassigned","airfrance","Position 1-4 Bid Strategy","Unavailable",7.5,2235,0.64,38432,5.82,1.37,1.7,37.93,43020.2,1441.32,38
"99","K435","Google - US",4.3e+16,"air france airlines","Broad","Air France Branded","Air France Brand","uncategorized","Position 1 -2 Target","Live",18.75,2454,0.43,11128,22.05,1.18,1.14,37.53,31200.1,1050.79,28
"100","K1122","Overture - US",4.3e+16,"airfare paris france","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Paused",0.7,19,1.03,200,9.5,2.17,5.26,19.54,569.5,19.54,1
"101","K435","Google - US",4.3e+16,"rome cheap flights","Broad","Google_Yearlong 2006","Google|Rome","uncategorized","Postiion 1-4 Bid Strategy","Paused",6.25,37,1.45,1595,2.32,1.62,2.7,53.5,1552.95,53.5,1
"102","K1175","Google - Global",4.3e+16,"air france","Broad","Air France Global Campaign","Air France","airfrance","Position 1- 3","Unavailable",1.25,2478,0.5,52074,4.76,1.58,0.61,82.56,35628.6,1238.35,15
"103","K1122","Overture - US",4.3e+16,"airfrance usa","Standard","Unassigned","Unassigned","airfrance","No Strategy","Paused",7.5,44,0.49,1023,4.3,1.88,2.27,21.44,616.25,21.44,1
"104","K435","Google - US",4.3e+16,"paris flights","Broad","Geo Targeted Los Angeles","Los Angeles to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,22,2.71,649,3.39,2.46,4.55,59.6,1700,59.6,1
"105","K2966","MSN - US",4.3e+16,"air france airlines","Broad","Air France Brand & French Destinations","Air France Brand","uncategorized","No Strategy","Live",0,312,0.69,1587,19.66,1.63,2.56,27.03,6131.05,216.25,8
"106","K1123","Overture - Global",4.3e+16,"air france ticket","Advanced","Unassigned","Unassigned","airfrance","Position 1-2 Target","Paused",0.5,111,0.47,14856,0.75,2,1.8,26.24,1455.2,52.47,2
"107","K1175","Google - Global",4.3e+16,"airfrance","Broad","Air France Brand & French Destinations","Air France Brand","uncategorized","No Strategy","Unavailable",5,2908,0.65,13075,22.24,1.02,1.55,41.87,50472.15,1884.29,45
"108","K2003","MSN - Global",4.3e+16,"airfrance com","Broad","Air France Brand & French Destinations","Air France Website","uncategorized","Position 1-4 Bid Strategy","Deactivated",0,1514,0.42,4976,30.43,1.02,1.25,33.13,16670.2,629.45,19
"109","K2003","MSN - Global",4.3e+16,"paris airfare","Broad","Air France Brand & French Destinations","Paris","uncategorized","Position 1-4 Bid Strategy","Deactivated",0,59,2.18,1759,3.35,2.04,3.39,64.19,3311.6,128.39,2
"110","K2615","Yahoo - US",4.3e+16,"airfrance","Advanced","Air France Branded","Air France Brand","uncategorized","No Strategy","Live",6.25,4353,0.83,23872,18.23,1.44,1.59,52.51,92751.15,3623.21,69
"111","K1122","Overture - US",4.3e+16,"amman","Standard","Unassigned","Unassigned","regional","Position 1-4 Bid Strategy","Paused",11.25,150,0.64,4028,3.72,1.47,0.67,96.72,2425.9,96.72,1
"112","K1122","Overture - US",4.3e+16,"air ticket europe","Standard","Unassigned","Unassigned","airgeneral","Position 1-4 Bid Strategy","Paused",1.26,112,0.73,3236,3.46,3.23,2.68,27.35,2052.75,82.04,3
"113","K1122","Overture - US",4.3e+16,"air france flight","Standard","Unassigned","Unassigned","airfrance","Position 1-4 Bid Strategy","Paused",0.34,98,0.49,7805,1.26,1.47,2.04,24.19,1201.9,48.39,2
"114","K1123","Overture - Global",4.3e+16,"bordeaux flight","Advanced","Unassigned","Unassigned","bordeaux","No Strategy","Paused",8.75,60,0.69,2547,2.36,1.03,1.67,41.26,1002.15,41.26,1
"115","K435","Google - US",4.3e+16,"paris plane ticket","Broad","Geo Targeted New York","New York to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,6,2.69,27,22.22,1.63,16.67,16.11,391,16.11,1
"116","K435","Google - US",4.3e+16,"air france to nice","Broad","French Destinations","Nice Branded","uncategorized","Position 2-5 Bid Strategy","Live",10,59,1.74,234,25.21,1.08,5.08,34.13,2470.1,102.4,3
"117","K2003","MSN - Global",4.3e+16,"air france airlines","Broad","Air France Brand & French Destinations","Air France Brand","uncategorized","Position 1-4 Bid Strategy","Deactivated",0,465,0.63,2153,21.6,1.06,0.43,146.34,7043.95,292.69,2
"118","K1123","Overture - Global",4.3e+16,"air ticket to paris","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",0.7,37,0.6,765,4.84,2.08,2.7,22.17,522.75,22.17,1
"119","K1123","Overture - Global",4.3e+16,"flight to marseille","Advanced","Unassigned","Unassigned","marseille","No Strategy","Paused",8.75,231,0.7,11620,1.99,1.17,1.3,54.02,3791.85,162.06,3
"120","K435","Google - US",4.3e+16,"airfrance fr","Broad","Air France Branded","Air France Website","uncategorized","No Strategy","Live",10,41,0.22,486,8.44,1,2.44,9.04,210.8,9.04,1
"121","K1123","Overture - Global",4.3e+16,"air france flight","Advanced","Unassigned","Unassigned","airfrance","Position 1-2 Target","Paused",0.34,251,0.59,15470,1.62,1.77,1.99,29.81,3410.2,149.06,5
"122","K2003","MSN - Global",4.3e+16,"airfrance","Broad","Air France Brand & French Destinations","Air France Brand","uncategorized","Position 1-4 Bid Strategy","Deactivated",0,1158,0.49,8389,13.8,1.05,1.3,37.97,12942.1,569.59,15
"123","K1123","Overture - Global",4.3e+16,"air france","Advanced","Unassigned","Unassigned","airfrance","Position 1-2 Target","Paused",0.68,15320,0.67,441707,3.47,1.76,1.31,51.53,232938.25,10306.84,200
"124","K1175","Google - Global",4.3e+16,"airfrance com","Broad","Air France Brand & French Destinations","Air France Website","uncategorized","No Strategy","Unavailable",5,899,0.63,4656,19.31,1.12,1.89,33.23,12584.25,564.86,17
