Publisher ID,Publisher Name,Keyword ID,Keyword,Match Type,Campaign,Keyword Group,Category,Bid Strategy,Keyword Type,Status,Search Engine Bid,Clicks,Click Charges,Avg. Cost per Click,Impressions,Engine Click Thru %,Avg. Pos.,Trans. Conv. %,Total Cost/ Trans,Amount,Total Cost,Total Volume of Bookings
K435,Google - US,4.3E+16,france flights,Broad,Geo Targeted Chicago,Chicago to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,$6.25 ,12,$24.30 ,$2.03 ,938,1.28%,1.63,0.00%,$0.00 ,$0.00 ,$24.30 ,0
K435,Google - US,4.3E+16,paris cheap fares,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,$6.25 ,9,$24.46 ,$2.72 ,42,21.43%,1.4,0.00%,$0.00 ,$0.00 ,$24.46 ,0
K435,Google - US,4.3E+16,madrid airline,Broad,Google_Yearlong 2006,Google|Madrid,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,11,$24.62 ,$2.24 ,575,1.91%,1.41,0.00%,$0.00 ,$0.00 ,$24.62 ,0
K435,Google - US,4.3E+16,international flights,Broad,Geo Targeted DC,International DC,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,$6.25 ,8,$24.71 ,$3.09 ,567,1.41%,5.2,0.00%,$0.00 ,$0.00 ,$24.71 ,0
K435,Google - US,4.3E+16,rome ticket,Broad,Google_Yearlong 2006,Google|Rome,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,12,$24.72 ,$2.06 ,361,3.32%,1.68,0.00%,$0.00 ,$0.00 ,$24.72 ,0
K435,Google - US,4.3E+16,istanbul cheap flights,Broad,Google_Yearlong 2006,Google|Istanbul,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,19,$24.74 ,$1.30 ,860,2.21%,1.39,0.00%,$0.00 ,$0.00 ,$24.74 ,0
K435,Google - US,4.3E+16,flights to nuremberg,Broad,Google_Yearlong 2006,Google|Nuremberg,nuremberg,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,8,$24.79 ,$3.10 ,173,4.62%,1.31,0.00%,$0.00 ,$0.00 ,$24.79 ,0
K435,Google - US,4.3E+16,italy flight,Broad,Western Europe Destinations,Italy,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,13,$25.14 ,$1.93 ,563,2.31%,2.07,0.00%,$0.00 ,$0.00 ,$25.14 ,0
K435,Google - US,4.3E+16,hamburg flights,Broad,Google_Yearlong 2006,Google|Hamburg,hamburg,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,8,$25.23 ,$3.15 ,342,2.34%,1.14,0.00%,$0.00 ,$0.00 ,$25.23 ,0
K435,Google - US,4.3E+16,india airfare,Broad,Outside Western Europe,India,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,13,$25.26 ,$1.94 ,586,2.22%,1.13,0.00%,$0.00 ,$0.00 ,$25.26 ,0
K435,Google - US,4.3E+16,paris airline,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,12,$25.36 ,$2.11 ,136,8.82%,1.29,0.00%,$0.00 ,$0.00 ,$25.36 ,0
K435,Google - US,4.3E+16,fly to spain,Broad,Western Europe Destinations,Spain,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,11,$25.39 ,$2.31 ,197,5.58%,1.46,0.00%,$0.00 ,$0.00 ,$25.39 ,0
K435,Google - US,4.3E+16,india vacation,Broad,Outside Western Europe,India,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,7,$25.40 ,$3.63 ,750,0.93%,1.33,0.00%,$0.00 ,$0.00 ,$25.40 ,0
K435,Google - US,4.3E+16,cheap international flights,Broad,Geo Targeted Los Angeles,Cheap International Los Angeles,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,$6.25 ,9,$25.43 ,$2.83 ,132,6.82%,2.67,0.00%,$0.00 ,$0.00 ,$25.43 ,0
K435,Google - US,4.3E+16,italy tickets,Broad,Western Europe Destinations,Italy,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,13,$25.71 ,$1.98 ,895,1.45%,3,0.00%,$0.00 ,$0.00 ,$25.71 ,0
K435,Google - US,4.3E+16,spain tickets,Broad,Western Europe Destinations,Spain,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,12,$25.75 ,$2.15 ,453,2.65%,2.02,0.00%,$0.00 ,$0.00 ,$25.75 ,0
K435,Google - US,4.3E+16,paris air ticket,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,$6.25 ,9,$25.80 ,$2.87 ,67,13.43%,1.63,0.00%,$0.00 ,$0.00 ,$25.80 ,0
K435,Google - US,4.3E+16,london airfare,Broad,Google_Yearlong 2006,Google|London,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,16,$25.94 ,$1.62 ,797,2.01%,2.73,0.00%,$0.00 ,$0.00 ,$25.94 ,0
K435,Google - US,4.3E+16,france cheap airlines,Broad,Geo Targeted New York,New York to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,$6.25 ,10,$25.99 ,$2.60 ,105,9.52%,1.13,0.00%,$0.00 ,$0.00 ,$25.99 ,0
K435,Google - US,4.3E+16,paris cheap tickets,Broad,Geo Targeted Chicago,Chicago to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,$6.25 ,12,$26.00 ,$2.17 ,134,8.96%,2.54,0.00%,$0.00 ,$0.00 ,$26.00 ,0
K435,Google - US,4.3E+16,european flight,Broad,Google_Yearlong 2006,Google|Europe,discount,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,11,$26.04 ,$2.37 ,398,2.76%,1.61,0.00%,$0.00 ,$0.00 ,$26.04 ,0
K435,Google - US,4.3E+16,international fare,Broad,Google_Yearlong 2006,Google|International General,internationalgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,11,$26.17 ,$2.38 ,256,4.30%,1.58,0.00%,$0.00 ,$0.00 ,$26.17 ,0
K435,Google - US,4.3E+16,florence travel,Broad,Western Europe Destinations,Florence,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,11,$26.22 ,$2.38 ,"1,731",0.64%,2.03,0.00%,$0.00 ,$0.00 ,$26.22 ,0
K435,Google - US,4.3E+16,paris tickets,Broad,Geo Targeted DC,DC to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,6,$26.22 ,$4.37 ,62,9.68%,1.4,0.00%,$0.00 ,$0.00 ,$26.22 ,0
K435,Google - US,4.3E+16,paris ticket,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,9,$26.41 ,$2.93 ,160,5.63%,1.45,0.00%,$0.00 ,$0.00 ,$26.41 ,0
K435,Google - US,4.3E+16,venice flight,Broad,Google_Yearlong 2006,Google|Venice,venice,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,9,$26.52 ,$2.95 ,522,1.72%,1.61,0.00%,$0.00 ,$0.00 ,$26.52 ,0
K435,Google - US,4.3E+16,paris cheap airline,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,$6.25 ,13,$26.98 ,$2.08 ,38,34.21%,1.16,0.00%,$0.00 ,$0.00 ,$26.98 ,0
K435,Google - US,4.3E+16,france fare,Broad,Geo Targeted New York,New York to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,$6.25 ,10,$27.25 ,$2.73 ,107,9.35%,1.24,0.00%,$0.00 ,$0.00 ,$27.25 ,0
K435,Google - US,4.3E+16,berlin flights,Broad,Google_Yearlong 2006,Google|Berlin,berlin,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,10,$27.45 ,$2.75 ,"1,116",0.90%,1.24,0.00%,$0.00 ,$0.00 ,$27.45 ,0
K435,Google - US,4.3E+16,turkey airports,Broad,Google_Yearlong 2006,Google|Turkey,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,6,$27.62 ,$4.60 ,363,1.65%,1.97,0.00%,$0.00 ,$0.00 ,$27.62 ,0
K435,Google - US,4.3E+16,international cheap flight,Broad,Google_Yearlong 2006,Google|International General,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,15,$27.76 ,$1.85 ,598,2.51%,1.79,0.00%,$0.00 ,$0.00 ,$27.76 ,0
K435,Google - US,4.3E+16,london travel,Broad,Google_Yearlong 2006,Google|London,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,14,$27.83 ,$1.99 ,817,1.71%,2.99,0.00%,$0.00 ,$0.00 ,$27.83 ,0
K435,Google - US,4.3E+16,venice tickets,Broad,Google_Yearlong 2006,Google|Venice,venice,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,7,$27.92 ,$3.99 ,"1,132",0.62%,1.58,0.00%,$0.00 ,$0.00 ,$27.92 ,0
K435,Google - US,4.3E+16,fly to venice,Broad,Google_Yearlong 2006,Google|Venice,fly,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,20,$28.05 ,$1.40 ,153,13.07%,1.95,0.00%,$0.00 ,$0.00 ,$28.05 ,0
K435,Google - US,4.3E+16,paris airfare,Broad,Geo Targeted Los Angeles,Los Angeles to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,11,$28.30 ,$2.57 ,114,9.65%,2.15,0.00%,$0.00 ,$0.00 ,$28.30 ,0
K435,Google - US,4.3E+16,flight to florence,Broad,Google_Yearlong 2006,Google|Florence,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,12,$28.40 ,$2.37 ,133,9.02%,1.99,0.00%,$0.00 ,$0.00 ,$28.40 ,0
K435,Google - US,4.3E+16,bucarest flights,Broad,Google_Yearlong 2006,Google|bucarest,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,8,$28.40 ,$3.55 ,186,4.30%,1.07,0.00%,$0.00 ,$0.00 ,$28.40 ,0
K435,Google - US,4.3E+16,germany airfares,Broad,Google_Yearlong 2006,Google|Germany,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,19,$28.57 ,$1.50 ,174,10.92%,1.98,0.00%,$0.00 ,$0.00 ,$28.57 ,0
K435,Google - US,4.3E+16,fly to madrid,Broad,Google_Yearlong 2006,Google|Madrid,fly,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,13,$28.59 ,$2.20 ,166,7.83%,1.96,0.00%,$0.00 ,$0.00 ,$28.59 ,0
K435,Google - US,4.3E+16,barcelona cheap tickets,Broad,Google_Yearlong 2006,Google|Barcelona,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,15,$28.64 ,$1.91 ,71,21.13%,2.23,0.00%,$0.00 ,$0.00 ,$28.64 ,0
K435,Google - US,4.3E+16,paris plane tickets,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,$6.25 ,12,$28.76 ,$2.40 ,66,18.18%,1.77,0.00%,$0.00 ,$0.00 ,$28.76 ,0
K435,Google - US,4.3E+16,flights to hamburg,Broad,Google_Yearlong 2006,Google|Hamburg,hamburg,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,11,$29.06 ,$2.64 ,275,4.00%,1.2,0.00%,$0.00 ,$0.00 ,$29.06 ,0
K435,Google - US,4.3E+16,cheap international airline tickets,Broad,Geo Targeted New York,Cheap International New York,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,$6.25 ,10,$29.18 ,$2.92 ,700,1.43%,4.57,0.00%,$0.00 ,$0.00 ,$29.18 ,0
K435,Google - US,4.3E+16,spain airports,Broad,Google_Yearlong 2006,Google|Spain,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,9,$29.20 ,$3.24 ,365,2.47%,1.99,0.00%,$0.00 ,$0.00 ,$29.20 ,0
K435,Google - US,4.3E+16,flight to milan,Broad,Western Europe Destinations,Milan,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,$6.25 ,25,$29.20 ,$1.17 ,653,3.83%,5.35,0.00%,$0.00 ,$0.00 ,$29.20 ,0
K435,Google - US,4.3E+16,flight to madrid,Broad,Google_Yearlong 2006,Google|Madrid,flight,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,10,$29.23 ,$2.92 ,387,2.58%,2.16,0.00%,$0.00 ,$0.00 ,$29.23 ,0
K435,Google - US,4.3E+16,france plane tickets,Broad,Geo Targeted New York,New York to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,$6.25 ,12,$29.36 ,$2.45 ,88,13.64%,1.52,0.00%,$0.00 ,$0.00 ,$29.36 ,0
K435,Google - US,4.3E+16,england cheap flights,Broad,Google_Yearlong 2006,Google|England,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,10,$29.40 ,$2.94 ,52,19.23%,1.98,0.00%,$0.00 ,$0.00 ,$29.40 ,0
K435,Google - US,4.3E+16,paris airfares,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,11,$29.40 ,$2.67 ,54,20.37%,1.26,0.00%,$0.00 ,$0.00 ,$29.40 ,0
K435,Google - US,4.3E+16,italy flight,Broad,Geo Targeted New York,New York to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,$6.25 ,8,$29.41 ,$3.68 ,133,6.02%,2.24,0.00%,$0.00 ,$0.00 ,$29.41 ,0
K435,Google - US,4.3E+16,paris airlines,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,11,$29.52 ,$2.68 ,219,5.02%,1.33,0.00%,$0.00 ,$0.00 ,$29.52 ,0
K435,Google - US,4.3E+16,barcelona airfare,Broad,Google_Yearlong 2006,Google|Barcelona,barcelona,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,18,$29.60 ,$1.64 ,671,2.68%,1.33,0.00%,$0.00 ,$0.00 ,$29.60 ,0
K435,Google - US,4.3E+16,stuttgart flights,Broad,Google_Yearlong 2006,Google|Stuttgart,stuttgart,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,9,$29.80 ,$3.31 ,354,2.54%,1.2,0.00%,$0.00 ,$0.00 ,$29.80 ,0
K435,Google - US,4.3E+16,rome airport,Broad,Google_Yearlong 2006,Google|Rome,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,6,$29.87 ,$4.98 ,886,0.68%,2.07,0.00%,$0.00 ,$0.00 ,$29.87 ,0
K435,Google - US,4.3E+16,milan flights,Broad,Western Europe Destinations,Milan,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,$6.25 ,23,$29.97 ,$1.30 ,"1,272",1.81%,4.38,0.00%,$0.00 ,$0.00 ,$29.97 ,0
K435,Google - US,4.3E+16,italy airfares,Broad,Google_Yearlong 2006,Google|Italy,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,21,$29.99 ,$1.43 ,241,8.71%,1.97,0.00%,$0.00 ,$0.00 ,$29.99 ,0
K435,Google - US,4.3E+16,milan flight,Broad,Google_Yearlong 2006,Google|Milan,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,20,$30.33 ,$1.52 ,518,3.86%,1.55,0.00%,$0.00 ,$0.00 ,$30.33 ,0
K435,Google - US,4.3E+16,france cheap fares,Broad,Geo Targeted New York,New York to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,$6.25 ,9,$30.47 ,$3.39 ,43,20.93%,1.26,0.00%,$0.00 ,$0.00 ,$30.47 ,0
K435,Google - US,4.3E+16,italy airlines,Broad,Geo Targeted New York,New York to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,$6.25 ,10,$30.96 ,$3.10 ,237,4.22%,1.97,0.00%,$0.00 ,$0.00 ,$30.96 ,0
K435,Google - US,4.3E+16,cheap international airfare,Broad,Geo Targeted Detroit,Cheap International Detroit,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,$6.25 ,8,$31.18 ,$3.90 ,570,1.40%,1.51,0.00%,$0.00 ,$0.00 ,$31.18 ,0
K435,Google - US,4.3E+16,delhi airfares,Broad,Google_Yearlong 2006,Google|Delhi,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,15,$31.20 ,$2.08 ,137,10.95%,1.01,0.00%,$0.00 ,$0.00 ,$31.20 ,0
K435,Google - US,4.3E+16,rome cheap flights,Broad,Geo Targeted New York,New York to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,$6.25 ,7,$31.51 ,$4.50 ,47,14.89%,1.59,0.00%,$0.00 ,$0.00 ,$31.51 ,0
K435,Google - US,4.3E+16,spain cheap tickets,Broad,Google_Yearlong 2006,Google|Spain,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,19,$31.61 ,$1.66 ,192,9.90%,2.5,0.00%,$0.00 ,$0.00 ,$31.61 ,0
K435,Google - US,4.3E+16,madrid cheap flights,Broad,Western Europe Destinations,Madrid,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,$6.25 ,40,$31.79 ,$0.79 ,"2,451",1.63%,4.25,0.00%,$0.00 ,$0.00 ,$31.79 ,0
K435,Google - US,4.3E+16,paris airport,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,7,$31.80 ,$4.54 ,171,4.09%,1.3,0.00%,$0.00 ,$0.00 ,$31.80 ,0
K435,Google - US,4.3E+16,france airports,Broad,Geo Targeted New York,New York to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,$6.25 ,30,$31.84 ,$1.06 ,735,4.08%,1.06,0.00%,$0.00 ,$0.00 ,$31.84 ,0
K435,Google - US,4.3E+16,italy flights,Broad,Geo Targeted New York,New York to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,$6.25 ,11,$32.18 ,$2.93 ,295,3.73%,1.39,0.00%,$0.00 ,$0.00 ,$32.18 ,0
K435,Google - US,4.3E+16,paris airline tickets,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,$6.25 ,13,$32.26 ,$2.48 ,94,13.83%,1.96,0.00%,$0.00 ,$0.00 ,$32.26 ,0
K435,Google - US,4.3E+16,delhi travel,Broad,Google_Yearlong 2006,Google|Delhi,delhi,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,20,$32.30 ,$1.62 ,"1,408",1.42%,1.05,0.00%,$0.00 ,$0.00 ,$32.30 ,0
K435,Google - US,4.3E+16,india cheap tickets,Broad,Outside Western Europe,India,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,17,$32.42 ,$1.91 ,283,6.01%,1.44,0.00%,$0.00 ,$0.00 ,$32.42 ,0
K435,Google - US,4.3E+16,[istanbul flights],Exact,Western Europe Destinations,Istanbul,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,$6.25 ,21,$32.54 ,$1.55 ,279,7.53%,4.06,0.00%,$0.00 ,$0.00 ,$32.54 ,0
K435,Google - US,4.3E+16,berlin cheap flights,Broad,Google_Yearlong 2006,Google|Berlin,berlin,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,11,$32.66 ,$2.97 ,394,2.79%,1.03,0.00%,$0.00 ,$0.00 ,$32.66 ,0
K435,Google - US,4.3E+16,rome tickets,Broad,Geo Targeted Boston,Boston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,8,$32.68 ,$4.08 ,118,6.78%,2.08,0.00%,$0.00 ,$0.00 ,$32.68 ,0
K435,Google - US,4.3E+16,rome cheap tickets,Broad,Geo Targeted Houston,Houston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,11,$33.22 ,$3.02 ,40,27.50%,2.37,0.00%,$0.00 ,$0.00 ,$33.22 ,0
K435,Google - US,4.3E+16,rome cheap flights,Broad,Geo Targeted Boston,Boston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,7,$33.46 ,$4.78 ,66,10.61%,1.63,0.00%,$0.00 ,$0.00 ,$33.46 ,0
K435,Google - US,4.3E+16,barcelona flight,Broad,Geo Targeted New York,New York to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,$6.25 ,11,$33.85 ,$3.08 ,149,7.38%,1.65,0.00%,$0.00 ,$0.00 ,$33.85 ,0
K435,Google - US,4.3E+16,milan cheap flights,Broad,Western Europe Destinations,Milan,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,$6.25 ,34,$33.89 ,$1.00 ,"1,388",2.45%,5.39,0.00%,$0.00 ,$0.00 ,$33.89 ,0
K435,Google - US,4.3E+16,turkey airline,Broad,Western Europe Destinations,Turkey,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,$6.25 ,22,$33.95 ,$1.54 ,737,2.99%,1.22,0.00%,$0.00 ,$0.00 ,$33.95 ,0
K435,Google - US,4.3E+16,europe fare,Broad,Western Europe Destinations,Europe,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,$6.25 ,18,$34.41 ,$1.91 ,448,4.02%,1.28,0.00%,$0.00 ,$0.00 ,$34.41 ,0
K435,Google - US,4.3E+16,france cheap tickets,Broad,Geo Targeted Los Angeles,Los Angeles to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,$6.25 ,10,$34.55 ,$3.46 ,69,14.49%,2,0.00%,$0.00 ,$0.00 ,$34.55 ,0
K435,Google - US,4.3E+16,cheap international airline tickets,Broad,Geo Targeted Philadelphia,Cheap International Philadelphia,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,$6.25 ,9,$34.80 ,$3.87 ,240,3.75%,1.28,0.00%,$0.00 ,$0.00 ,$34.80 ,0
K435,Google - US,4.3E+16,munich cheap flights,Broad,Google_Yearlong 2006,Google|Munich,munich,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,9,$34.97 ,$3.89 ,311,2.89%,1.39,0.00%,$0.00 ,$0.00 ,$34.97 ,0
K435,Google - US,4.3E+16,international cheap ticket,Broad,Google_Yearlong 2006,Google|International General,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,14,$35.05 ,$2.50 ,403,3.47%,1.55,0.00%,$0.00 ,$0.00 ,$35.05 ,0
K435,Google - US,4.3E+16,madrid tickets,Broad,Western Europe Destinations,Madrid,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,$6.25 ,18,$35.40 ,$1.97 ,834,2.16%,3.14,0.00%,$0.00 ,$0.00 ,$35.40 ,0
K435,Google - US,4.3E+16,flight to london,Broad,Google_Yearlong 2006,Google|London,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,19,$36.16 ,$1.90 ,319,5.96%,2.81,0.00%,$0.00 ,$0.00 ,$36.16 ,0
K435,Google - US,4.3E+16,paris flights,Broad,Geo Targeted Miami,Miami to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,18,$36.20 ,$2.01 ,534,3.37%,3.13,0.00%,$0.00 ,$0.00 ,$36.20 ,0
K435,Google - US,4.3E+16,france flights,Broad,Geo Targeted Los Angeles,Los Angeles to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,$6.25 ,12,$36.66 ,$3.06 ,275,4.36%,1.42,0.00%,$0.00 ,$0.00 ,$36.66 ,0
K435,Google - US,4.3E+16,venice airlines,Broad,Google_Yearlong 2006,Google|Venice,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,15,$36.75 ,$2.45 ,"1,265",1.19%,2.02,0.00%,$0.00 ,$0.00 ,$36.75 ,0
K435,Google - US,4.3E+16,flight to athens,Broad,Western Europe Destinations,Athens,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,33,$36.91 ,$1.12 ,911,3.62%,5.5,0.00%,$0.00 ,$0.00 ,$36.91 ,0
K435,Google - US,4.3E+16,france cheap airfare,Broad,Geo Targeted New York,New York to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,$6.25 ,20,$37.71 ,$1.89 ,197,10.15%,1.16,0.00%,$0.00 ,$0.00 ,$37.71 ,0
K435,Google - US,4.3E+16,paris airline,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,16,$37.83 ,$2.36 ,182,8.79%,1.31,0.00%,$0.00 ,$0.00 ,$37.83 ,0
K435,Google - US,4.3E+16,international flights,Broad,Geo Targeted Detroit,International Detroit,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,$6.25 ,12,$37.99 ,$3.17 ,633,1.90%,4.93,0.00%,$0.00 ,$0.00 ,$37.99 ,0
K435,Google - US,4.3E+16,paris airlines,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,16,$38.15 ,$2.38 ,"2,136",0.75%,1.56,0.00%,$0.00 ,$0.00 ,$38.15 ,0
K435,Google - US,4.3E+16,athens airfares,Broad,Google_Yearlong 2006,Google|Athens,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,15,$38.39 ,$2.56 ,142,10.56%,1.89,0.00%,$0.00 ,$0.00 ,$38.39 ,0
K435,Google - US,4.3E+16,uk fares,Broad,Google_Yearlong 2006,Google|UK,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,14,$38.51 ,$2.75 ,382,3.66%,1.27,0.00%,$0.00 ,$0.00 ,$38.51 ,0
K435,Google - US,4.3E+16,rome flights,Broad,Geo Targeted DC,DC to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,12,$38.55 ,$3.21 ,162,7.41%,1.16,0.00%,$0.00 ,$0.00 ,$38.55 ,0
K435,Google - US,4.3E+16,florence flights,Broad,Western Europe Destinations,Florence,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,28,$38.56 ,$1.38 ,"1,014",2.76%,3.33,0.00%,$0.00 ,$0.00 ,$38.56 ,0
K435,Google - US,4.3E+16,turkey tickets,Broad,Western Europe Destinations,Turkey,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,$6.25 ,20,$38.70 ,$1.94 ,480,4.17%,1.99,0.00%,$0.00 ,$0.00 ,$38.70 ,0
K435,Google - US,4.3E+16,athens travel,Broad,Western Europe Destinations,Athens,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,14,$39.25 ,$2.80 ,"3,019",0.46%,2.41,0.00%,$0.00 ,$0.00 ,$39.25 ,0
K435,Google - US,4.3E+16,flights to england,Broad,Google_Yearlong 2006,Google|England,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,21,$39.32 ,$1.87 ,633,3.32%,2.18,0.00%,$0.00 ,$0.00 ,$39.32 ,0
